press_release_id,release_date,company_name,source,source_url,language,lang_norm,true_cid,true_notes,pred_cid,title,snippet,pred_category,pred_prob,pred_margin,margin_band,decision,top3_cids,top3_probs
197cb37386efe162,2025-07-02,Better Collective,gmail,,,other,product_launch_partnership,,capital_raise_rights_issue,"COMPANY North American talent-led media brands surpass 1 billion views and downloads, providing new ways for partners to reach sports fans","An expanded focus on talent-led media and live events complements COMPANY's broader strategy of diversifying revenue streams, engaging sports fans, and strengthening its position in key growth markets such as North America. Press release Talent-led media has become a core strategic focus for COMPANY, providing new ways to engage fans and create value for the company's partners. Through shows hosted by world-class athletes and personalities such as Shaquille O'Neal, Jalen Brunson, Angel Reese, and Jeff Marek, COMPANY is able to reach highly engaged audiences across North America. These trusted ",Capital raise / Rights issue,0.0532,0.0,hard,needs_review_low_sim,"[""capital_raise_rights_issue"", ""product_launch_partnership"", ""credit_ratings""]","[0.0532, 0.0532, 0.0529]"
198a96662cefb321,2025-08-14,Útgerðarfélag Reykjavíkur hf,gmail,,,other,debt_bond_issue,,capital_raise_rights_issue,Útgerðarfélag Reykjavíkur hf.: Útgáfa á nýjum skuldabréfaflokki UR 270820,"Útgerðarfélag Reykjavíkur hf.: Útgáfa á nýjum skuldabréfaflokki UR 270820 Published: 2025-08-14 18:25:06 CEST Útgerðarfélag Reykjavíkur hf - Aðrar upplýsingar sem birtar eru í samræmi við reglur Kauphallarinnar Útgerðarfélag Reykjavíkur hf.: Útgáfa á nýjum skuldabréfaflokki UR 270820 Útgerðarfélag Reykjavíkur hf.: Útgáfa á nýjum skuldabréfaflokki UR 270820 Útgerðarfélag Reykjavíkur hf. („ÚR"" eða „félagið"") hefur lokið sölu á nýjum skuldabréfaflokki UR 270820 sem gefinn er út undir útgáfuramma félagsins. Skuldabréfin verða tekin til viðskipta á Aðalmarkaði Nasdaq Iceland. Skuldabréfaflokkurinn ",Capital raise / Rights issue,0.0535,0.0,hard,needs_review_low_sim,"[""capital_raise_rights_issue"", ""equity_actions_non_buyback"", ""debt_bond_issue""]","[0.0535, 0.0535, 0.0532]"
198ade582d564bc1,2025-08-15,IS Fyrirtækjalánasjóður hs.,gmail,,,other,debt_bond_issue,“Bond-related event: irregular principal repayment and interest reset. Not equity.”,capital_raise_rights_issue,COMPANY Fyrirtækjalánasjóður hs. - óregluleg höfuðstólsgreiðsla og vaxtaákvörðun,"COMPANY Fyrirtækjalánasjóður hs. - óregluleg höfuðstólsgreiðsla og vaxtaákvörðun Published: 2025-08-15 15:22:35 CEST COMPANY Fyrirtækjalánasjóður hs. - Aðrar upplýsingar sem birtar eru í samræmi við reglur Kauphallarinnar COMPANY Fyrirtækjalánasjóður hs. - óregluleg höfuðstólsgreiðsla og vaxtaákvörðun Í samræmi við skilmála skuldabréfsins ISFYR 24 1 verður greidd óregluleg höfuðstólsgreiðsla hinn 22. ágúst næstkomandi að upphæð 71.066.037 kr. Jafnframt tilkynnist að vextir tímabilsins 23.08.2025 - 22.11.2025 verða 9,50% á ársgrundvelli. Nánari upplýsingar veitir: Gísli Elvar Halldórsson, This ",Capital raise / Rights issue,0.0533,0.0,hard,needs_review_low_sim,"[""capital_raise_rights_issue"", ""equity_actions_non_buyback"", ""debt_bond_issue""]","[0.0533, 0.0533, 0.0531]"
198bc3b5f776a704,2025-08-18,SÍL hs.,gmail,,,other,debt_bond_issue,,capital_raise_rights_issue,SíL hs. - ákvörðun vaxta og upplýsingagjöf,"SíL hs. - ákvörðun vaxta og upplýsingagjöf Published: 2025-08-18 10:10:59 CEST SÍL hs. - Fyrirtækja atburðir SíL hs. - ákvörðun vaxta og upplýsingagjöf Í samræmi við skilmála skuldabréfsins COMPANY 21 1 verður óregluleg afborgun kr. 85.000.000 á næsta gjalddaga skuldabréfsins 20. ágúst 2025. Vextir skuldabréfsins fyrir 20. ágúst til 19. nóvember verða 3,8%. Upplýsingar um undirliggjandi lánasafn þann 15. ágúst 2025: Verðtryggt Óverðtryggt Vegnir meðalvextir 4,6% 12,1% Hlutfall fjárfestingareigna 90% 10% Nánari upplýsingar veitir Fríða Einarsdóttir, This email message was delivered to Cancel th",Capital raise / Rights issue,0.0533,0.0,hard,needs_review_low_sim,"[""capital_raise_rights_issue"", ""dividend"", ""debt_bond_issue""]","[0.0533, 0.0532, 0.0532]"
198c15e0372538f6,2025-08-19,Nordfyns Bank A/S,gmail,,,other,debt_bond_issue,,capital_raise_rights_issue,COMPANY Bank indfrier hybrid kernekapital (Tier 1),COMPANY Bank indfrier hybrid kernekapital (Tier 1) Offentliggjort: 2025-08-19 10:06:53 CEST COMPANY - Intern viden COMPANY Bank indfrier hybrid kernekapital (Tier 1) Aktieselskabet COMPANY Bank har fået Finanstilsynets tilladelse til indfrielse af hybrid kernekapital for DKK 50 mio. og indfrier udstedte kapitalbeviser for DKK 50 mio. ISIN kode DK0030470752 med status af Tier 1 kapital. Indfrielsen finder sted den 29. september 2025. Indfrielsen sker som et led i bankens kapitalplanlægning. Venlig hilsen COMPANY Bank Vedhæftet fil Meddelelse_nr19_2025 Vedhæftet fil: Meddelelse_nr19_2025.pdf Thi,Capital raise / Rights issue,0.0532,0.0,hard,needs_review_low_sim,"[""capital_raise_rights_issue"", ""debt_bond_issue"", ""equity_actions_non_buyback""]","[0.0532, 0.0531, 0.0531]"
198c5d960b6750b6,2025-08-20,BEWI ASA,gmail,,,other,capital_raise_rights_issue,“Quarterly results announcement that also discloses plans for an equity issue. Classified as Capital raise / Rights issue because the contemplated raise is the new material event.”,capital_raise_rights_issue,"Q2 and 1H 2025 result, contemplating equity issue","Q2 and 1H 2025 result, contemplating equity issue Published: 2025-08-20 07:00:00 CEST COMPANY - Inside information COMPANY: Q2 and 1H 2025 result, contemplating equity issue Strong development for packaging, cautiously positive market development for insulation. Contemplated equity issue to strengthen financial position COMPANY, a leading provider of packaging, components, and insulation solutions, today reports its results for the second quarter and first half of 2025. Excluding discontinued operations, the company recorded net sales of 208 million euro for the quarter, in line with the 208 m",Capital raise / Rights issue,0.0539,0.0,hard,needs_review_low_sim,"[""capital_raise_rights_issue"", ""earnings_report"", ""debt_bond_issue""]","[0.0539, 0.0538, 0.0537]"
198ac6bd03fcf2d1,2025-08-15,Creades AB,gmail,,,other,earnings_report,,capital_raise_rights_issue,COMPANY substansvärde 1 januari - 31 juli 2025,COMPANY substansvärde 1 januari - 31 juli 2025 Publicerad: 2025-08-15 08:30:00 CEST COMPANY - Nyheter för investerare COMPANY substansvärde 1 januari - 31 juli 2025 COMPANY avkastning på substansvärdet för perioden 1 januari till 31 juli 2025 uppgår till +13%. OMXSGI avkastade +4% under samma period. COMPANY substansvärde per 31 juli uppgår till 84 kronor per aktie. Substansrabatten i förhållande till börskursen är 7%. Den 31 december 2024 uppgick substansvärdet till 75 kronor per aktie. Substansvärdets fördelning per 31 juli 2025 framgår av tabellen i bifogade PDF. För ytterligare information,Capital raise / Rights issue,0.0532,0.0001,hard,needs_review_low_sim,"[""capital_raise_rights_issue"", ""dividend"", ""equity_actions_non_buyback""]","[0.0532, 0.0532, 0.0531]"
198c765cb0e686e3,2025-08-20,Municipality Credit Iceland,gmail,,,other,capital_raise_rights_issue,,capital_raise_rights_issue,Lánasjóður sveitarfélaga - Birting grunnlýsingar,"Lánasjóður sveitarfélaga - Birting grunnlýsingar Published: 2025-08-20 14:13:10 CEST COMPANY - Prospectus/Announcement of Prospectus Lánasjóður sveitarfélaga - Birting grunnlýsingar Fjármálaeftirlit Seðlabanka Íslands hefur staðfest grunnlýsingu Lánasjóðs sveitarfélaga ohf., dagsetta 14. ágúst 2025. Grunnlýsingin er gefin út í samræmi við lög nr. 14/2020 um lýsingu verðbréfa og reglugerð Evrópusambandsins (ESB) 2017/1129. Grunnlýsingin er samsett úr útgefandalýsingu, sem inniheldur ítarlegar upplýsingar um rekstur og fjárhag Lánasjóðsins, og verðbréfalýsingu, sem lýsir almennum skilmálum þeirr",Capital raise / Rights issue,0.0547,0.0005,hard,needs_review_low_sim,"[""capital_raise_rights_issue"", ""share_buyback"", ""admission_listing""]","[0.0547, 0.0542, 0.0539]"
198cb36c688af57e,2025-08-21,Terranet AB,gmail,,,other,earnings_report,,capital_raise_rights_issue,Interim report Q2 2025,"Interim report Q2 2025 Published: 2025-08-21 08:00:00 CEST COMPANY - Half year financial report COMPANY - Interim report Q2 2025 Significant events during the first quarter Launch of MVP During the quarter, COMPANY launched an MVP (Minimum Viable Product) of BlincVision. The system includes integrated hardware and software, an improved laser scanner, and a further developed AI model. As the system is designed to be installed and used without support from COMPANY, selected customers will be able to start evaluating it this fall. Participation at Auto.AI, Safety.AD, and SDV USA From June 30 to J",Capital raise / Rights issue,0.0545,0.0009,hard,needs_review_low_sim,"[""capital_raise_rights_issue"", ""earnings_report"", ""incidents_controversies""]","[0.0545, 0.0536, 0.0531]"
19789b912027604e,2025-06-19,Google Cloud,gmail,,,other,other_corporate_update,,credit_ratings,Account confirmation: Your COMPANY Platform trial,"COMPANY Go to my console Welcome to COMPANY. Learn the fundamentals with this tutorial - and see what else you can do on GCP with our Always Free tier. Go to my console Beginning today, you have $300 USD in credit which you can use to: - Evaluate COMPANY risk-free* - Explore a wide range of COMPANY products and services - from Compute Engine and BigQuery to industry-leading AI. - Easily check your credit usage by visiting the billing section of your COMPANY console See what's always free. Before diving into your free trial, take a moment to explore over 20 always-free products in our Always Fr",Credit & Ratings,0.0532,0.0,hard,needs_review_low_sim,"[""credit_ratings"", ""dividend"", ""share_buyback""]","[0.0532, 0.0532, 0.0531]"
198c2be9d84b88a4,2025-08-19,NetJobs Group AB,gmail,,,other,admission_delisting,“Nasdaq granted exemption from listing requirements (ongoing operations). Related to listing compliance not credit ratings.”,credit_ratings,Nasdaq har beslutat att medge dispens för att kunna uppfylla det löpande noteringskravet,"Nasdaq har beslutat att medge dispens för att kunna uppfylla det löpande noteringskravet Publicerad: 2025-08-19 16:31:52 CEST COMPANY - Pressmeddelande Nasdaq har beslutat att medge dispens för att kunna uppfylla det löpande noteringskravet COMPANY (""Bolaget"") har ansökt om dispens hos Nasdaq Stockholm AB (""Börsen"") för att kunna uppfylla det löpande noteringskravet om pågående verksamhet. Bolaget har arbetat intensivt de senaste månaderna med sin strategiska översyn och detta arbete har lett till ett flertal konkreta pågående dialoger avseende förvärv. Bolaget har därför till Börsen inkommit ",Credit & Ratings,0.0532,0.0,hard,needs_review_low_sim,"[""credit_ratings"", ""admission_delisting"", ""admission_listing""]","[0.0532, 0.0532, 0.0531]"
198c17319b18a06e,2025-08-19,TagMaster AB,gmail,,,other,product_launch_partnership,,credit_ratings,COMPANY lanserar genombrott inom trafikdetektion på ITS World Congress i Atlanta,"COMPANY lanserar genombrott inom trafikdetektion på ITS World Congress i Atlanta Publicerad: 2025-08-19 10:30:00 CEST COMPANY - Nyheter för investerare COMPANY lanserar genombrott inom trafikdetektion på ITS World Congress i Atlanta COMPANY, en ledande tillverkare och leverantör av datalösningar och avancerade sensorsystem för Smarta Städer inom Traffic och Rail, presenterar vid ITS World Congress i Atlanta, 24-28 augusti, sin nyutvecklade multisensorplattform MultiSens Intersection. Plattformen, som är utvecklad av TagMasters amerikanska dotterbolag Sensys Networks, är ett viktigt genombrott ",Credit & Ratings,0.0531,0.0,hard,needs_review_low_sim,"[""credit_ratings"", ""incidents_controversies"", ""admission_delisting""]","[0.0531, 0.0531, 0.0529]"
198c626c3df6b743,2025-08-20,Clean Motion AB,gmail,,,other,product_launch_partnership,,credit_ratings,EVIG rullar in med framtidens mobila butik - premiärvisas under Disrupt Retail tillsammans med Swish och CHIMI,"EVIG rullar in med framtidens mobila butik - premiärvisas under Disrupt Retail tillsammans med Swish och CHIMI Publicerad: 2025-08-20 08:24:35 CEST COMPANY - Nyheter för investerare EVIG rullar in med framtidens mobila butik - premiärvisas under Disrupt Retail tillsammans med Swish och CHIMI COMPANY Motion lanserar ett nytt retailkoncept med sitt elfordon EVIG - en mobil butik på hjul som kombinerar hållbar teknik, flexibilitet och smidiga betallösningar. Först ut att testa lösningen är CHIMI, som under retailkonferensen Disrupt Retail den 25-26 augusti låter besökarna köpa solglasögon direkt ",Credit & Ratings,0.0532,0.0,hard,needs_review_low_sim,"[""credit_ratings"", ""admission_listing"", ""admission_delisting""]","[0.0532, 0.0532, 0.0531]"
198caffc2026bdd6,2025-08-21,Systemair AB,gmail,,,other,earnings_report,,credit_ratings,Systemairs rapport för det första kvartalet presenteras den 28 augusti,"Systemairs rapport för det första kvartalet presenteras den 28 augusti Publicerad: 2025-08-21 07:00:00 CEST COMPANY - Nyheter för investerare Systemairs rapport för det första kvartalet presenteras den 28 augusti PRESSMEDDELANDE 21 AUGUSTI 2025 COMPANY ABs (NASDAQ OMX Stockholm: SYSR) delårsrapport Q1 för räkenskapsåret 2025/26 kommer att offentliggöras kl. 12:30 CEST den 28 augusti 2025. Press- och analytikermöte arrangeras kl. 13:30 CEST den 28 augusti 2025. Rapporten presenteras av Roland Kasper, CEO, samt Anders Ulff, CFO. För att delta i webbsändningen: Om du vill delta i webbsändningen, ",Credit & Ratings,0.0532,0.0,hard,needs_review_low_sim,"[""credit_ratings"", ""admission_listing"", ""earnings_report""]","[0.0532, 0.0531, 0.053]"
198e5ed9e7f25a04,2025-08-26,Aktia Pankki Oyj,gmail,,,other,equity_actions_non_buyback,,credit_ratings,COMPANY Bank Abp: Anmälan om ändring av ägarandel i enlighet med kapitel 9 paragraf 10 i värdepappersmarknadslagen (RG Partners Oy),COMPANY Bank Abp: Anmälan om ändring av ägarandel i enlighet med kapitel 9 paragraf 10 i värdepappersmarknadslagen (RG Partners Oy) Publicerad: 2025-08-26 12:30:00 CEST COMPANY - Flaggningsanmälan COMPANY Bank Abp: Anmälan om ändring av ägarandel i enlighet med kapitel 9 paragraf 10 i värdepappersmarknadslagen (RG Partners Oy) COMPANY Bank Abp Börsmeddelande 26.8.2025 kl. 13.30 COMPANY Bank Abp: Anmälan om ändring av ägarandel i enlighet med kapitel 9 paragraf 10 i värdepappersmarknadslagen (RG Partners Oy) COMPANY Bank Abp har i enlighet med kapitel 9 paragraf 5 i värdepappersmarknadslagen em,Credit & Ratings,0.0535,0.0,hard,needs_review_low_sim,"[""credit_ratings"", ""equity_actions_non_buyback"", ""admission_delisting""]","[0.0535, 0.0535, 0.0531]"
198e59ced05aabdd,2025-08-26,Svolder AB,gmail,,,other,legal_regulatory_compliance,,credit_ratings,COMPANY har förvärvat aktier i Troax Group AB,"COMPANY har förvärvat aktier i Troax Group AB Publicerad: 2025-08-26 11:02:00 CEST COMPANY - Nyheter för investerare COMPANY har förvärvat aktier i Troax Group AB COMPANY (publ) har per den 26 augusti 2025 förvärvat aktier i Troax Group AB (publ). Svolders totala aktieinnehav uppgår därefter till 3 028 005 aktier. Detta motsvarar 5,05 procent av aktiekapitalet och rösterna i Troax Group AB (publ). Denna information om ägarförändring har också offentliggjorts via Finansinspektionen. Informationen är sådan som COMPANY (publ) är skyldigt att offentliggöra enligt lagen om handel med finansiella in",Credit & Ratings,0.0537,0.0001,hard,needs_review_low_sim,"[""credit_ratings"", ""share_buyback"", ""equity_actions_non_buyback""]","[0.0537, 0.0536, 0.0535]"
198f4699ca539c0f,2025-08-29,Inwido AB,gmail,,,other,equity_actions_non_buyback,,credit_ratings,Ändring av antalet aktier och röster i COMPANY (publ),"Ändring av antalet aktier och röster i COMPANY (publ) Publicerad: 2025-08-29 08:00:00 CEST COMPANY - Totalt antal rösträtter och kapital Ändring av antalet aktier och röster i COMPANY (publ) COMPANY (publ) (""COMPANY"") meddelar idag att det totala antalet aktier i bolaget ökade med 5 000 aktier under augusti 2025 till följd av utnyttjande av teckningsoptioner inom ramen för ett teckningsoptionsprogram. Antalet röster ökade i motsvarande mån med 5 000 röster. Per den 29 augusti 2025 uppgår det totala antalet aktier i COMPANY till 57 972 528 aktier, motsvarande lika många röster. Denna informatio",Credit & Ratings,0.0535,0.0002,hard,needs_review_low_sim,"[""credit_ratings"", ""share_buyback"", ""admission_listing""]","[0.0535, 0.0533, 0.0531]"
198e571e20e3bcf9,2025-08-26,Ortivus AB,gmail,,,other,debt_bond_issue,,credit_ratings,COMPANY' Main Shareholder Ponderus Invest AB Extends Credit Facility Agreement with COMPANY,"COMPANY' Main Shareholder Ponderus Invest AB Extends Credit Facility Agreement with COMPANY Published: 2025-08-26 10:15:00 CEST COMPANY - Corporate Action COMPANY' Main Shareholder Ponderus Invest AB Extends Credit Facility Agreement with COMPANY Following the publication yesterday of COMPANY' interim report for the period 1 January - 30 June 2025, the company's main shareholder, Ponderus Invest, has resolved to extend the existing credit facility to COMPANY by an additional SEK 10 million, a proposal which the company has accepted. The additional lending may be drawn upon as required and carr",Credit & Ratings,0.0535,0.0002,hard,needs_review_low_sim,"[""credit_ratings"", ""debt_bond_issue"", ""dividend""]","[0.0535, 0.0533, 0.0531]"
19903ea5270dc697,2025-09-01,Freja eID Group AB,gmail,,,other,equity_actions_non_buyback,,credit_ratings,COMPANY eID genomför överlåtelse av teckningsoptioner,"COMPANY eID genomför överlåtelse av teckningsoptioner Publicerad: 2025-09-01 08:15:00 CEST COMPANY - Pressmeddelande COMPANY eID genomför överlåtelse av teckningsoptioner EJ FÖR DISTRIBUTION DIREKT ELLER INDIREKT, INOM ELLER TILL USA, AUSTRALIEN, BELARUS, RYSSLAND, HONGKONG, JAPAN, KANADA, NYA ZEELAND, SCHWEIZ, SINGAPORE, SYDAFRIKA, SYDKOREA ELLER I NÅGON ANNAN JURISDIKTION DÄR DISTRIBUTIONEN AV DETTA PRESSMEDDELANDE SKULLE VARA I STRID MED GÄLLANDE REGLER ELLER KRÄVA REGISTRERINGS- ELLER ANDRA ÅTGÄRDER. VÄNLIGEN SE ""VIKTIG INFORMATION"" I SLUTET AV DETTA PRESSMEDDELANDE. Styrelserna i COMPANY ",Credit & Ratings,0.0547,0.0008,hard,needs_review_low_sim,"[""credit_ratings"", ""equity_actions_non_buyback"", ""capital_raise_rights_issue""]","[0.0547, 0.054, 0.0535]"
198bc1c169cb4d64,2025-08-18,Avida Finans AB,gmail,,,other,debt_bond_issue,,debt_bond_issue,"COMPANY (publ) slutför värdepapperisering om 2,8 miljarder kronor och skapar förutsättningar för fortsatt tillväxt","COMPANY (publ) slutför värdepapperisering om 2,8 miljarder kronor och skapar förutsättningar för fortsatt tillväxt Publicerad: 2025-08-18 09:36:39 CEST COMPANY - Nyheter för investerare COMPANY (publ) slutför värdepapperisering om 2,8 miljarder kronor och skapar förutsättningar för fortsatt tillväxt COMPANY har ingått avtal om betydande risköverföring (SRT) genom en syntetisk värdepapperisering. Enligt avtalet köper investerare värdepapper kopplade till en kreditportfölj om 2,8 miljarder SEK. Risköverföringen innebär en kapitallättnad för COMPANY och stärker bolagets finansiella ställning, vil",Debt / Bond issue,0.0534,0.0,hard,needs_review_low_sim,"[""debt_bond_issue"", ""capital_raise_rights_issue"", ""admission_delisting""]","[0.0534, 0.0534, 0.0533]"
197c4ae1d50b856c,2025-07-01,Bravida Holding AB,gmail,,,other,other_corporate_update,,debt_bond_issue,COMPANY's climate targets approved by the Science Based Targets initiative,"[*] COMPANY's climate targets approved by the Science Based Targets initiative The Science Based Targets initiative (SBTi) has approved COMPANY's emission reduction targets. The climate targets are absolute emissions targets for Scope 1 and 2, and engagement targets for COMPANY's Scope 3 emissions. COMPANY's near term targets, now approved by the SBTi are to reduce its absolute Scope 1 and Scope 2 greenhouse gas emissions by 42 percent by 2029, compared to the base year 2023*. SBTi is a global organisation that makes it possible for companies to set ambitious emission reduction targets in line",Debt / Bond issue,0.0532,0.0,hard,needs_review_low_sim,"[""debt_bond_issue"", ""share_buyback"", ""dividend""]","[0.0532, 0.0532, 0.053]"
197f359f6ffd04ec,2025-07-10,Alfa Laval,gmail,,,other,other_corporate_update,,debt_bond_issue,COMPANY celebrates a century in Japan at the World Expo Osaka,"[*] COMPANY celebrates a century in Japan at the World Expo Osaka In 1925, COMPANY installed its first separator solution in Japan, marking the start of a 100-year journey characterized by sustainability, innovation, and technological advancement. Over the past century, COMPANY has contributed to the modernization of Japan, leveraging its expertise in heat transfer, separation, and fluid handling to address key sustainability challenges. COMPANY is proud to celebrate a century in Japan at the World Expo 2025 Osaka. The celebrations took place 9-10 July 2025 at the Nordic Pavilion where COMPANY",Debt / Bond issue,0.0534,0.0,hard,needs_review_low_sim,"[""debt_bond_issue"", ""product_launch_partnership"", ""share_buyback""]","[0.0534, 0.0533, 0.0532]"
198bbef5a9d55cc6,2025-08-18,Totalkredit A/S,gmail,,,other,debt_bond_issue,,debt_bond_issue,Prepayments (CK93) - COMPANY,"Prepayments (CK93) - COMPANY Published: 2025-08-18 08:48:00 CEST COMPANY - Other information disclosed according to the rules of the Exchange Prepayments (CK93) - COMPANY To the Nasdaq Copenhagen Prepayments (CK93) Pursuant to s 24 of the Danish Capital Markets Act, COMPANY hereby publishes prepayment data (CK93) as at 15 August 2025 in the attached file. Furthermore, the data will be distributed in the usual way through Nasdaq Copenhagen. Data on Nykredit and COMPANY bonds is also available by ISIN code in Excel format on. For further information about data format and contents, please refer t",Debt / Bond issue,0.0536,0.0,hard,needs_review_low_sim,"[""debt_bond_issue"", ""dividend"", ""capital_raise_rights_issue""]","[0.0536, 0.0535, 0.0532]"
198bbf2dfb175ee5,2025-08-18,Jyske Realkredit A/S,gmail,,,other,debt_bond_issue,,debt_bond_issue,Preliminary data on early redemptions (prepayments),"Preliminary data on early redemptions (prepayments) Published: 2025-08-18 08:51:51 CEST COMPANY - Inside information Preliminary data on early redemptions (prepayments) To Nasdaq Copenhagen A/S 18 August 2025 Announcement no. 66/2025 Preliminary data on early redemptions (prepayments) Pursuant to S. 24 of the Capital Markets Act, we hereby publish preliminary data on early redemptions (prepayments) in bonds issued by COMPANY Realkredit. Please find the data in the attached file. The information will also be available on COMPANY Realkredit's web site at jyskerealkredit.com. For further informat",Debt / Bond issue,0.0536,0.0,hard,needs_review_low_sim,"[""debt_bond_issue"", ""dividend"", ""capital_raise_rights_issue""]","[0.0536, 0.0535, 0.0531]"
198c61119e9527b1,2025-08-20,Electrolux Group,gmail,,,other,other_corporate_update,,debt_bond_issue,"The rise of ""Speed Laundering"" - COMPANY report reveals convenience reshaping wash and drying habits across Europe","[*] The rise of ""Speed Laundering"" - COMPANY report reveals convenience reshaping wash and drying habits across Europe New study reveals surprising trade-offs, knowledge gaps, and opportunities for time-saving solutions to increase clothing life and to help close the gap between good intention and action. A new report from COMPANY, published today, reveals the growing dominance of ""speed laundering"" in Europe, driven by busy lifestyles, flexible working and a rising demand for convenience. The study exposes how consumers are prioritizing faster laundry cycles, the trade-offs they're willing to",Debt / Bond issue,0.0531,0.0,hard,needs_review_low_sim,"[""debt_bond_issue"", ""other_corporate_update"", ""admission_delisting""]","[0.0531, 0.0531, 0.0529]"
198ccc11b77f76f8,2025-08-21,Cabonline Group AB (publ),gmail,,,other,earnings_report,,debt_bond_issue,Interim report January - June COMPANY Group Holding AB (publ),"Interim report January - June COMPANY Group Holding AB (publ) Published: 2025-08-21 15:10:44 CEST COMPANY - Interim report (Q1 and Q3) Interim report January - June COMPANY Group Holding AB (publ) APRIL - JUNE Revenue amounted to SEK 1,118 million (1,225 million April-June 2024), a decrease of 9%. Organically, revenue decreased by 8%. Adjusted EBITA amounted to SEK 37 million (41), and the corresponding margin was 3,3% (3.3). Operating profit amounted to SEK 36 million (30), including items affecting comparability of SEK 0 million (-8). Net income for the period amounted to SEK -10 million (-3",Debt / Bond issue,0.0544,0.0,hard,needs_review_low_sim,"[""debt_bond_issue"", ""earnings_report"", ""orders_contracts""]","[0.0544, 0.0544, 0.053]"
198bcf14ca9637f4,2025-08-18,Lån & Spar Bank A/S,gmail,,,other,earnings_report,,debt_bond_issue,Halvårsrapport 2025,"Halvårsrapport 2025 Offentliggjort: 2025-08-18 13:29:41 CEST Lån & Spar Bank A/S - Halvårsrapport Halvårsrapport 2025 - For 1. halvår 2025 udgjorde basisindtjening før nedskrivninger 244,6 mio. kr., hvilket er 75,5 mio. kr. mindre end for samme periode sidste år. - Nedgangen i indtjeningen skyldes faldet i renteniveauet. - Netto rente- og gebyrindtægter udgjorde 737,6 mio. kr. Det er et fald på 2,3 % i forhold til samme periode sidste år. - Udgifter til personale og administration udgjorde 474,8 mio. kr., hvilket er en stigning på 9,2 %. - Nedskrivninger på udlån m.v. udgjorde 16,3 mio. kr. - ",Debt / Bond issue,0.0539,0.0007,hard,needs_review_low_sim,"[""debt_bond_issue"", ""earnings_report"", ""personnel_management_change""]","[0.0539, 0.0533, 0.0532]"
198f117525301b5a,2025-08-28,LR Health & Beauty SE,gmail,,,other,debt_bond_issue,,debt_bond_issue,Potential breach of Leverage Covenant as at 30 September 2025 - Management Board intends to enter into discussions with bondholders of the 2024/2028 bond...,Potential breach of Leverage Covenant as at 30 September 2025 - Management Board intends to enter into discussions with bondholders of the 2024/2028 bond... Published: 2025-08-28 16:30:13 CEST COMPANY - Inside information COMPANY: Potential breach of Leverage Covenant as at 30 September 2025 - Management Board intends to enter into discussions with bondholders of the 2024/2028 bond... Disclosure of an inside information acc. to Art. 17 of the Regulation (EU) No. 596/2014 (Market Abuse Regulation - MAR) COMPANY: Potential breach of Leverage Covenant as at 30 September 2025 - Management Board in,Debt / Bond issue,0.0539,0.0008,hard,needs_review_low_sim,"[""debt_bond_issue"", ""personnel_management_change"", ""dividend""]","[0.0539, 0.0531, 0.0529]"
198cc50f8c1f80e4,2025-08-21,DLR Kredit A/S,gmail,,,other,debt_bond_issue,,debt_bond_issue,COMPANY offentliggør nyt basisprospekt,"COMPANY offentliggør nyt basisprospekt Offentliggjort: 2025-08-21 13:08:17 CEST COMPANY - Prospekter/prospekt medd. COMPANY offentliggør nyt basisprospekt COMPANY offentliggør nyt prospekt - Basisprospekt af 21. august 2025 for udbud af særligt dækkede obligationer (European Covered Bond (Premium)), realkreditobligationer og obligationer udstedt i medfør af § 15 i lov om realkreditlån og realkreditobligationer (Senior secure bonds). Basisprospektet vil kunne ses på DLRs hjemmeside: COMPANY.dk/investor. Eventuelle spørgsmål kan rettes til Head of Rating, IR and Sustainability Jakob Kongsgaard O",Debt / Bond issue,0.055,0.0018,hard,needs_review_low_sim,"[""debt_bond_issue"", ""dividend"", ""capital_raise_rights_issue""]","[0.055, 0.0532, 0.0531]"
197c4c9b2e8ce317,2025-07-01,AFRY,gmail,,,other,other_corporate_update,,dividend,Invitation to presentation of COMPANY's Q2 report 2025,"[*] Invitation to presentation of COMPANY's Q2 report 2025 COMPANY invites investors, analysts and media to a presentation of the Q2 report for 2025 on Tuesday, July 15, at 10:00 CET with Linda Pålsson, President and CEO, and Bo Sandström, CFO. The report will be published at 07:00 CET on the same day. Analysts and investors who wish to ask questions are welcome to join the presentation through the Teams link below. Please use the ""Raise Your Hand"" feature during the Q&A session. It is also possible to follow the presentation through a webcast, without the opportunity to ask questions. Date: T",Dividend,0.0531,0.0,hard,needs_review_low_sim,"[""dividend"", ""earnings_report"", ""capital_raise_rights_issue""]","[0.0531, 0.0531, 0.0529]"
