press_release_id,release_date,company_name,category,source,source_url,cluster,_silhouette,cid,category_name,cat_sim,cat_margin,decision
198a35505ebe47bd,2025-08-13,Fastighets AB Balder,unknown,gmail,,25,0.07152487,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.7883,0.0018,needs_review_margin
198a35541dd60a4a,2025-08-13,Fastighets AB Balder,unknown,gmail,,25,-0.037868235,admission_delisting,Delisting / Trading halt,0.7889,0.0032,needs_review_margin
198a3566456bd367,2025-08-13,Fastpartner,unknown,gmail,,25,0.08034113,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.7987,0.0107,needs_review_margin
198a356a3781127f,2025-08-13,Fastpartner,unknown,gmail,,25,-0.042864546,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.7837,0.0009,needs_review_margin
198a359978ee8a2c,2025-08-13,Fiskars Corporation,unknown,gmail,,25,0.04637185,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.7868,0.0043,needs_review_margin
198a359d960bda75,2025-08-13,Fiskars Corporation,unknown,gmail,,13,0.14011998,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.7768,0.0065,needs_review_margin
198a35af0529557a,2025-08-13,FLSmidth,unknown,gmail,,25,0.072348244,admission_delisting,Delisting / Trading halt,0.822,0.0083,needs_review_margin
198a35be2afb7200,2025-08-13,Fortum,unknown,gmail,,5,0.013264135,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.7938,0.0011,needs_review_margin
198a35c1abfa64d2,2025-08-13,Fortum,unknown,gmail,,5,-0.032095164,sustainability_esg,Sustainability / ESG,0.7803,0.0,needs_review_margin
198a35ca055f454a,2025-08-13,Genmab A/S,unknown,gmail,,25,0.09706088,agm_egm_governance,AGM/EGM & governance,0.8013,0.006,needs_review_margin
198a35dbf351b8a3,2025-08-13,Getinge,unknown,gmail,,25,0.04608793,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8177,0.0,needs_review_margin
198a35e172f500c8,2025-08-13,Globenewswire,unknown,gmail,,9,-0.00041887112,other_corporate_update,Other / Corporate update,0.8107,0.0066,needs_review_margin
198a35e351489cdf,2025-08-13,Getinge,unknown,gmail,,13,0.33892962,admission_listing,Admission / Listing,0.8168,0.0037,needs_review_margin
198a3603f48c9e39,2025-08-13,H. Lundbeck A/S,unknown,gmail,,25,-0.01696476,admission_listing,Admission / Listing,0.8044,0.0009,needs_review_margin
198a3615fcd82f33,2025-08-13,H. Lundbeck A/S,unknown,gmail,,13,0.3532903,admission_listing,Admission / Listing,0.7945,0.0004,needs_review_margin
198a36209c98f373,2025-08-13,Gränges AB (publ),unknown,gmail,,9,0.26472762,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8119,0.0096,needs_review_margin
198a36303c971743,2025-08-13,Hacksaw,unknown,gmail,,9,0.30415565,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8206,0.0152,needs_review_margin
198a363afdb4baf3,2025-08-13,Hemnet Group,unknown,gmail,,9,0.101218864,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.7963,0.0112,needs_review_margin
198a3649a9e90a34,2025-08-13,H & M Hennes & Mauritz AB,unknown,gmail,,25,0.09441318,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8161,0.0012,needs_review_margin
198a364d4c1f7c9f,2025-08-13,H & M Hennes & Mauritz AB,unknown,gmail,,13,0.37345532,dividend,Dividend,0.815,0.0024,needs_review_margin
198a366f09e3e9b5,2025-08-13,Hexagon,unknown,gmail,,25,0.028004702,equity_actions_non_buyback,Equity actions (non-buyback),0.8023,0.0056,needs_review_margin
198a369083ed113a,2025-08-13,HEXPOL AB Alerting Service,unknown,gmail,,9,-0.010596062,other_corporate_update,Other / Corporate update,0.8164,0.0097,needs_review_margin
198a36975d678754,2025-08-13,HEXPOL AB Alerting Service,unknown,gmail,,25,0.024709921,other_corporate_update,Other / Corporate update,0.8276,0.0115,needs_review_margin
198a36d91fb0a8e7,2025-08-13,Hiab Corporation,unknown,gmail,,25,0.046355624,other_corporate_update,Other / Corporate update,0.8124,0.0035,needs_review_margin
198a36ea623abbf4,2025-08-13,HMS Networks AB,unknown,gmail,,25,0.10755186,other_corporate_update,Other / Corporate update,0.809,0.0021,needs_review_margin
198a372191d2adc6,2025-08-13,Hufvudstaden,unknown,gmail,,25,0.088352956,admission_delisting,Delisting / Trading halt,0.8092,0.0008,needs_review_margin
198a3725674aa5c3,2025-08-13,Hufvudstaden,unknown,gmail,,13,0.2386516,admission_listing,Admission / Listing,0.7991,0.0007,needs_review_margin
198a373009c13d63,2025-08-13,Globenewswire,unknown,gmail,,25,0.07859186,other_corporate_update,Other / Corporate update,0.8146,0.0025,needs_review_margin
198a376ed39ebb32,2025-08-13,Husqvarna Group alerting service,unknown,gmail,,9,-0.00095968985,other_corporate_update,Other / Corporate update,0.8226,0.0121,needs_review_margin
198a3a80b10c8130,2025-08-13,Husqvarna Group alerting service,unknown,gmail,,25,0.013481007,other_corporate_update,Other / Corporate update,0.8298,0.0102,needs_review_margin
198a3a8d9e54d310,2025-08-13,Industrivärden,unknown,gmail,,9,0.26515633,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8184,0.0103,needs_review_margin
198a3a9b6954757c,2025-08-13,Indutrade,unknown,gmail,,9,0.32841095,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8169,0.0058,needs_review_margin
198a3aaa69dd9ae9,2025-08-13,Globenewswire,unknown,gmail,,25,-0.037343867,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8164,0.009,needs_review_margin
198a3afda60e607c,2025-08-13,Tt,unknown,gmail,,25,0.046464816,admission_delisting,Delisting / Trading halt,0.7823,0.0116,needs_review_margin
198a3b14fca519f0,2025-08-13,John Bean Technologies Corporation,unknown,gmail,,25,0.05679076,equity_actions_non_buyback,Equity actions (non-buyback),0.7861,0.0007,needs_review_margin
198a3b3dc19e9ac2,2025-08-13,JM,unknown,gmail,,25,0.07313659,admission_delisting,Delisting / Trading halt,0.8126,0.0013,needs_review_margin
198a3b4163f427e8,2025-08-13,JM,unknown,gmail,,13,0.32860515,admission_delisting,Delisting / Trading halt,0.805,0.0024,needs_review_margin
198a3b64341443fb,2025-08-13,Jyske Bank,unknown,gmail,,9,-0.064529315,admission_delisting,Delisting / Trading halt,0.7917,0.0004,needs_review_margin
198a3b74d17b836a,2025-08-13,Kemira Oyj,unknown,gmail,,25,0.048097607,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8066,0.0046,needs_review_margin
198a3b795c045b3f,2025-08-13,Globenewswire,unknown,gmail,,25,0.078265145,other_corporate_update,Other / Corporate update,0.81,0.0011,needs_review_margin
198a3b7c6fe4e777,2025-08-13,Kemira Oyj,unknown,gmail,,13,0.35251772,admission_delisting,Delisting / Trading halt,0.7954,1e-04,needs_review_margin
198a3b93ba7988b1,2025-08-13,STT Info,unknown,gmail,,9,0.029301906,admission_delisting,Delisting / Trading halt,0.795,0.0072,needs_review_margin
198a3ba411329c6b,2025-08-13,K-ryhmä,unknown,gmail,,25,0.07035022,admission_delisting,Delisting / Trading halt,0.8102,0.0029,needs_review_margin
198a3ba7a2d217ad,2025-08-13,K-ryhmä,unknown,gmail,,13,0.19846411,admission_delisting,Delisting / Trading halt,0.8169,0.01,needs_review_margin
198a3bc1f8e9b5b8,2025-08-13,Kojamo Oyj,unknown,gmail,,5,0.02298304,capital_raise_rights_issue,Capital raise / Rights issue,0.7888,0.0072,needs_review_margin
198a3bc9161dd48b,2025-08-13,Kojamo Oyj,unknown,gmail,,5,-0.0037763903,admission_listing,Admission / Listing,0.7815,0.0022,needs_review_margin
198a3bd2ddbaaac7,2025-08-13,Kinnevik AB (publ),unknown,gmail,,9,0.26660553,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8135,0.0108,needs_review_margin
198a3be6904ba471,2025-08-13,KONE Oyj,unknown,gmail,,5,-0.063665815,orders_contracts,Orders / Contracts,0.7938,0.0044,needs_review_margin
198a3bea45fe5cba,2025-08-13,KONE Oyj,unknown,gmail,,5,-0.046886623,orders_contracts,Orders / Contracts,0.7847,0.0018,needs_review_margin
198a3bf8e94197e4,2025-08-13,Konecranes Oyj,unknown,gmail,,25,0.010036441,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8175,0.0076,needs_review_margin
198a3bfc6975ea10,2025-08-13,Konecranes Oyj,unknown,gmail,,13,0.36240593,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8086,0.0032,needs_review_margin
198a3ddd33f6af4a,2025-08-13,Genmab A/S,unknown,gmail,,3,-0.013956815,agm_egm_governance,AGM/EGM & governance,0.7977,0.0018,needs_review_margin
198a40e0a33fb35d,2025-08-13,Fiskars Corporation,unknown,gmail,,18,0.17243843,share_buyback,Share buyback,0.8047,0.0113,needs_review_margin
198a42a3609ce340,2025-08-13,Kemira Oyj,unknown,gmail,,11,0.2618679,share_buyback,Share buyback,0.7801,0.0095,needs_review_margin
198a44959e94f27e,2025-08-13,H. Lundbeck A/S,unknown,gmail,,26,-0.069328725,earnings_report,Earnings report,0.8009,0.0031,needs_review_margin
198a44eda6fdf4db,2025-08-13,H. Lundbeck A/S,unknown,gmail,,26,-0.050692327,earnings_report,Earnings report,0.8171,0.0069,needs_review_margin
198a5141e90f615e,2025-08-13,Alvotech,unknown,gmail,,3,-0.2703106,guidance_outlook,Guidance / Outlook,0.7901,0.0064,needs_review_margin
198a519f6adf8d00,2025-08-13,Alvotech,unknown,gmail,,3,-0.27857244,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.7961,0.0007,needs_review_margin
198a53b3290c4d2d,2025-08-13,John Bean Technologies Corporation,unknown,gmail,,17,0.16039959,equity_actions_non_buyback,Equity actions (non-buyback),0.7785,0.0052,needs_review_margin
198a5723e8bb3550,2025-08-13,ALK,unknown,gmail,,17,0.62087995,equity_actions_non_buyback,Equity actions (non-buyback),0.8036,0.0104,needs_review_margin
198a573de0d92e94,2025-08-13,Alvotech,unknown,gmail,,8,0.88593006,equity_actions_non_buyback,Equity actions (non-buyback),0.7871,0.0094,needs_review_margin
198a6f33d50b2b78,2025-08-14,Embracer Group,unknown,gmail,,7,0.25076285,equity_actions_non_buyback,Equity actions (non-buyback),0.8334,0.0047,needs_review_margin
198a6f38c03614de,2025-08-14,K-ryhmä,unknown,gmail,,30,0.06483793,equity_actions_non_buyback,Equity actions (non-buyback),0.7748,0.0059,needs_review_margin
198a6f3c3aae617d,2025-08-14,K-ryhmä,unknown,gmail,,7,0.09393123,admission_delisting,Delisting / Trading halt,0.8126,0.013,needs_review_margin
198a727a0a7940df,2025-08-14,Carlsberg A/S,unknown,gmail,,7,0.25138557,earnings_report,Earnings report,0.8257,0.0183,needs_review_margin
198a732e7d5ded9f,2025-08-14,NORDEN,unknown,gmail,,35,0.21477924,orders_contracts,Orders / Contracts,0.7765,0.0005,needs_review_margin
198a7986e997c9dc,2025-08-14,Kempower Oyj,unknown,gmail,,1,-0.12559992,product_launch_partnership,Product / Launch / Partnership,0.7791,0.0081,needs_review_margin
198a7b2ad809296e,2025-08-14,Investment AB Latour,unknown,gmail,,25,-0.0081381155,admission_delisting,Delisting / Trading halt,0.8147,0.0025,needs_review_margin
198a7b2e3071a247,2025-08-14,Investment AB Latour,unknown,gmail,,13,0.34319782,admission_listing,Admission / Listing,0.8021,0.0011,needs_review_margin
198a7b34204991b9,2025-08-14,Lifco AB (publ),unknown,gmail,,9,0.26809573,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8216,0.0164,needs_review_margin
198a7b537cdf0e49,2025-08-14,Lindab,unknown,gmail,,25,0.07929862,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8063,0.0097,needs_review_margin
198a7b57112b1c8c,2025-08-14,Lindab,unknown,gmail,,13,0.12682901,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8026,0.0012,needs_review_margin
198a7c20b3406fa7,2025-08-14,Loomis AB,unknown,gmail,,25,0.11839613,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8096,0.0067,needs_review_margin
198a7c23de20c19b,2025-08-14,Loomis AB,unknown,gmail,,13,0.37839803,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8062,0.0059,needs_review_margin
198a7c324411ffd4,2025-08-14,L E Lundbergföretagen AB (publ),unknown,gmail,,25,-0.008194665,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8152,0.0071,needs_review_margin
198a7c3a5cbc7667,2025-08-14,L E Lundbergföretagen AB (publ),unknown,gmail,,13,0.30311948,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.7975,0.0055,needs_review_margin
198a7c64503f406b,2025-08-14,Lundinmining,unknown,gmail,,25,-0.010197594,admission_delisting,Delisting / Trading halt,0.8144,0.005,needs_review_margin
198a7cbeed95d611,2025-08-14,Lundingold,unknown,gmail,,25,-0.030869137,admission_delisting,Delisting / Trading halt,0.8147,0.0017,needs_review_margin
198a7cd3e33518aa,2025-08-14,Mandatum Oyj,unknown,gmail,,25,0.07523116,dividend,Dividend,0.8109,0.0015,needs_review_margin
198a7cd7f962b765,2025-08-14,Mandatum Oyj,unknown,gmail,,13,0.35752916,dividend,Dividend,0.8155,0.0049,needs_review_margin
198a7d039c370fcd,2025-08-14,Metso Corporation,unknown,gmail,,5,0.0030349945,sustainability_esg,Sustainability / ESG,0.7917,0.0141,needs_review_margin
198a7d0eaeab6d74,2025-08-14,Metso Corporation,unknown,gmail,,5,-0.00094730937,sustainability_esg,Sustainability / ESG,0.7808,0.0237,needs_review_margin
198a7d15ea33909e,2025-08-14,Metsä Board Oyj,unknown,gmail,,25,-0.020343736,admission_delisting,Delisting / Trading halt,0.8062,0.0083,needs_review_margin
198a7d1975882949,2025-08-14,Metsä Board Oyj,unknown,gmail,,13,0.2729629,admission_delisting,Delisting / Trading halt,0.8106,0.0078,needs_review_margin
198a7d2a6ed21cd7,2025-08-14,Mips AB,unknown,gmail,,9,0.29165456,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8129,0.0056,needs_review_margin
198a7d3726d9b142,2025-08-14,Munters Group AB,unknown,gmail,,25,0.13033305,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8094,0.0029,needs_review_margin
198a7d41845c669e,2025-08-14,Mycronic,unknown,gmail,,9,0.31767452,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8136,0.0077,needs_review_margin
198a7d45444d7a7e,2025-08-14,Munters Group AB,unknown,gmail,,13,0.35001132,admission_listing,Admission / Listing,0.8056,0.001,needs_review_margin
198a7d515eda32c8,2025-08-14,NCAB Group,unknown,gmail,,9,0.29912984,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8144,0.0105,needs_review_margin
198a7d5f41dae454,2025-08-14,NCC,unknown,gmail,,25,0.04808421,capital_raise_rights_issue,Capital raise / Rights issue,0.7885,0.0042,needs_review_margin
198a7d6334708b9a,2025-08-14,NCC,unknown,gmail,,13,0.30589235,equity_actions_non_buyback,Equity actions (non-buyback),0.8006,1e-04,needs_review_margin
198a7d804b63aa31,2025-08-14,Neste,unknown,gmail,,25,0.11760537,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8128,0.001,needs_review_margin
198a7d8b75dd2d2f,2025-08-14,Netcompany,unknown,gmail,,25,0.07040159,share_buyback,Share buyback,0.8102,0.0033,needs_review_margin
198a7d928735073a,2025-08-14,Neste,unknown,gmail,,13,0.29176974,admission_delisting,Delisting / Trading halt,0.8052,0.0003,needs_review_margin
198a7dab738bb023,2025-08-14,NIBE Industrier,unknown,gmail,,9,0.30017158,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.812,0.0086,needs_review_margin
198a7dc0fe86b61b,2025-08-14,NKT A/S,unknown,gmail,,25,0.061364375,admission_delisting,Delisting / Trading halt,0.8147,0.0104,needs_review_margin
198a7dcf87da0a15,2025-08-14,NKT A/S,unknown,gmail,,25,0.02057256,admission_delisting,Delisting / Trading halt,0.814,0.0123,needs_review_margin
198a7dcf95cb35c1,2025-08-14,NKT A/S,unknown,gmail,,9,-0.111866675,admission_delisting,Delisting / Trading halt,0.827,0.0058,needs_review_margin
198a7dede14b60f2,2025-08-14,Nokia  Services,unknown,gmail,,9,0.0039936486,other_corporate_update,Other / Corporate update,0.8094,0.0092,needs_review_margin
198a7e03e94c26d3,2025-08-14,Nokian Tyres,unknown,gmail,,25,0.02779225,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8054,0.001,needs_review_margin
198a7e0b21265253,2025-08-14,Nokian Tyres,unknown,gmail,,13,0.33536118,admission_delisting,Delisting / Trading halt,0.7963,0.0035,needs_review_margin
198a7e107f23c330,2025-08-14,Nolato,unknown,gmail,,9,0.2991292,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8229,0.0097,needs_review_margin
198a7e3410acec60,2025-08-14,Nordnet,unknown,gmail,,25,0.09024948,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8049,0.0023,needs_review_margin
198a7e4292ed3621,2025-08-14,Nordnet,unknown,gmail,,13,0.34671533,admission_listing,Admission / Listing,0.7968,0.0011,needs_review_margin
198a7e61c75b394c,2025-08-14,Novo Nordisk,unknown,gmail,,9,-0.025507372,other_corporate_update,Other / Corporate update,0.8096,0.002,needs_review_margin
198a7e6f3b87cfcf,2025-08-14,Team Novonesis,unknown,gmail,,3,-0.11675506,equity_actions_non_buyback,Equity actions (non-buyback),0.82,0.0018,needs_review_margin
198a7e86200f3b94,2025-08-14,NP Fastigheter Alerting Service,unknown,gmail,,25,0.08582376,dividend,Dividend,0.8,0.0025,needs_review_margin
198a7e883a5b6d60,2025-08-14,NP Fastigheter Alerting Service,unknown,gmail,,25,0.08287288,admission_delisting,Delisting / Trading halt,0.8028,0.0033,needs_review_margin
198a7e90da4d6075,2025-08-14,Nyfosa,unknown,gmail,,9,0.3031751,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8213,0.0144,needs_review_margin
198a7f87be08ff8e,2025-08-14,OEM International,unknown,gmail,,9,0.27694726,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8104,0.0055,needs_review_margin
198a7fae6456858a,2025-08-14,Globenewswire,unknown,gmail,,25,0.06285342,admission_delisting,Delisting / Trading halt,0.8054,0.0017,needs_review_margin
198a802631ce00f7,2025-08-14,Outokumpu Oyj,unknown,gmail,,5,0.0036894004,other_corporate_update,Other / Corporate update,0.7781,0.0021,needs_review_margin
198a8035168039ba,2025-08-14,Outokumpu Oyj,unknown,gmail,,5,-0.027607253,admission_delisting,Delisting / Trading halt,0.7707,0.0029,needs_review_margin
198a8054f156ea14,2025-08-14,Pandox,unknown,gmail,,9,0.3073518,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8163,0.0119,needs_review_margin
198a8062477d6754,2025-08-14,Kojamo Oyj,unknown,gmail,,16,0.012043285,equity_actions_non_buyback,Equity actions (non-buyback),0.8082,0.0026,needs_review_margin
198a806496cc2b48,2025-08-14,Peab,unknown,gmail,,25,0.08643085,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8119,0.0016,needs_review_margin
198a806fa47d90f1,2025-08-14,Peab,unknown,gmail,,13,0.23866557,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.809,0.0013,needs_review_margin
198a8090a7d5b6f4,2025-08-14,Qt Group,unknown,gmail,,25,0.132319,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8096,0.0005,needs_review_margin
198a809430c5f8ab,2025-08-14,Qt Group,unknown,gmail,,13,0.36594522,equity_actions_non_buyback,Equity actions (non-buyback),0.8042,0.0013,needs_review_margin
198a813ecd54de46,2025-08-14,Metsä Board Oyj,unknown,gmail,,28,-0.07331584,sustainability_esg,Sustainability / ESG,0.8105,0.028,needs_review_margin
198a82e81b2cf016,2025-08-14,Nasdaq Company News,unknown,gmail,,9,0.0056395694,other_corporate_update,Other / Corporate update,0.8038,0.0002,needs_review_margin
198a845cde07558b,2025-08-14,Nasdaq Company News,unknown,gmail,,9,-0.012874852,admission_delisting,Delisting / Trading halt,0.8237,0.0048,needs_review_margin
198a84629d522155,2025-08-14,FLSmidth,unknown,gmail,,7,0.24637568,guidance_outlook,Guidance / Outlook,0.8113,0.0071,needs_review_margin
198a853c758caee3,2025-08-14,Stora Enso Oyj,unknown,gmail,,16,0.00444787,equity_actions_non_buyback,Equity actions (non-buyback),0.8218,0.0089,needs_review_margin
198a853cf0cbc371,2025-08-14,Stora Enso Oyj,unknown,gmail,,0,0.17072873,equity_actions_non_buyback,Equity actions (non-buyback),0.7808,0.0065,needs_review_margin
198a85a91db0a609,2025-08-14,Festi hf.,unknown,gmail,,16,-0.012716412,orders_contracts,Orders / Contracts,0.8205,0.0002,needs_review_margin
198a86c83aff05c0,2025-08-14,Carlsberg A/S,unknown,gmail,,16,0.017336858,other_corporate_update,Other / Corporate update,0.8026,0.0057,needs_review_margin
198a86c90f4b23f1,2025-08-14,Carlsberg A/S,unknown,gmail,,16,0.007764953,other_corporate_update,Other / Corporate update,0.8029,0.0011,needs_review_margin
198a87271b3aff95,2025-08-14,WindowMaster International A/S,unknown,gmail,,12,-0.038582385,capital_raise_rights_issue,Capital raise / Rights issue,0.8009,0.0102,needs_review_margin
198a8739147c5c68,2025-08-14,Mendus AB,unknown,gmail,,2,-0.08394621,guidance_outlook,Guidance / Outlook,0.7958,0.0042,needs_review_margin
198a8739420dd5b5,2025-08-14,Nokia,unknown,gmail,,5,-0.039307065,equity_actions_non_buyback,Equity actions (non-buyback),0.8184,0.0152,needs_review_margin
198a874842f59cd3,2025-08-14,Klarna Holding AB,unknown,gmail,,7,0.1921891,orders_contracts,Orders / Contracts,0.7943,0.0035,needs_review_margin
198a88010b67c8dd,2025-08-14,Nasdaq Company News,unknown,gmail,,23,0.4363456,equity_actions_non_buyback,Equity actions (non-buyback),0.7918,0.0045,needs_review_margin
198a88444adbd67b,2025-08-14,Nasdaq Company News,unknown,gmail,,23,0.5841315,equity_actions_non_buyback,Equity actions (non-buyback),0.7855,0.0006,needs_review_margin
198a8874930809ea,2025-08-14,Nasdaq Company News,unknown,gmail,,23,0.5348757,equity_actions_non_buyback,Equity actions (non-buyback),0.7851,0.0106,needs_review_margin
198a88a2ad123b4d,2025-08-14,Carlsberg A/S,unknown,gmail,,16,0.022701032,admission_delisting,Delisting / Trading halt,0.7908,0.0042,needs_review_margin
198a88a377641aa9,2025-08-14,Carlsberg A/S,unknown,gmail,,16,0.016733645,admission_delisting,Delisting / Trading halt,0.8027,0.0012,needs_review_margin
198a88ab4127e991,2025-08-14,Google,unknown,gmail,,25,0.02575688,other_corporate_update,Other / Corporate update,0.8039,0.0151,needs_review_margin
198a88bbcacf6774,2025-08-14,Google,unknown,gmail,,9,-0.0104945535,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.7848,0.0013,needs_review_margin
198a88f15a4166dd,2025-08-14,Herantis Pharma Oyj,unknown,gmail,,26,0.0893168,equity_actions_non_buyback,Equity actions (non-buyback),0.7882,0.0026,needs_review_margin
198a898575237024,2025-08-14,Aalborg Boldspilklub A/S,unknown,gmail,,34,0.17507333,dividend,Dividend,0.7554,0.0067,needs_review_margin
198a89ea324bd5cf,2025-08-14,Hagar hf.,unknown,gmail,,29,0.33323607,admission_delisting,Delisting / Trading halt,0.7882,0.0007,needs_review_margin
198a8a4fe33f174d,2025-08-14,Nasdaq Company News,unknown,gmail,,23,0.5870989,equity_actions_non_buyback,Equity actions (non-buyback),0.7851,0.0005,needs_review_margin
198a8a7a031b21ac,2025-08-14,ALK-Abelló,unknown,gmail,,2,-0.10575678,admission_listing,Admission / Listing,0.8092,0.0054,needs_review_margin
198a8a8f3b35ac8c,2025-08-14,ALK,unknown,gmail,,2,-0.019841688,admission_listing,Admission / Listing,0.796,0.0023,needs_review_margin
198a8aa7fa026e28,2025-08-14,eQ Oyj,unknown,gmail,,16,-0.03996988,equity_actions_non_buyback,Equity actions (non-buyback),0.8228,0.0078,needs_review_margin
198a8aa80ed06095,2025-08-14,Enersense International Oyj,unknown,gmail,,28,-0.06554404,orders_contracts,Orders / Contracts,0.7875,0.0069,needs_review_margin
198a8aa82fafb7a8,2025-08-14,Nimbus Group AB,unknown,gmail,,1,-0.040216498,equity_actions_non_buyback,Equity actions (non-buyback),0.7719,0.0077,needs_review_margin
198a8aa84ecd9e3d,2025-08-14,Skåne-möllan AB,unknown,gmail,,31,0.11365935,guidance_outlook,Guidance / Outlook,0.7579,0.0038,needs_review_margin
198a8aa8a02b4d21,2025-08-14,Valmet Corporation,unknown,gmail,,0,0.13425206,admission_delisting,Delisting / Trading halt,0.7713,0.0069,needs_review_margin
198a8aa8ff61210c,2025-08-14,Valmet Corporation,unknown,gmail,,28,-0.09216214,equity_actions_non_buyback,Equity actions (non-buyback),0.7994,0.0005,needs_review_margin
198a8ad215d3875d,2025-08-14,Gabriel Holding A/S,unknown,gmail,,7,0.19774419,earnings_report,Earnings report,0.8038,0.0047,needs_review_margin
198a8b2d0e106ccb,2025-08-14,Investeringsforeningen Coop Opsparing,unknown,gmail,,36,0.21566613,guidance_outlook,Guidance / Outlook,0.7874,0.0019,needs_review_margin
198a8b587f19acf9,2025-08-14,North Media A/S,unknown,gmail,,7,0.18861704,guidance_outlook,Guidance / Outlook,0.7916,0.0016,needs_review_margin
198a8b847543bc8c,2025-08-14,Freja eID Group AB,unknown,gmail,,23,0.2983526,equity_actions_non_buyback,Equity actions (non-buyback),0.7521,0.0033,needs_review_margin
198a8bb1c7c89c31,2025-08-14,Nasdaq Company News,unknown,gmail,,10,0.31088185,equity_actions_non_buyback,Equity actions (non-buyback),0.7867,0.0031,needs_review_margin
198a8bcd2c482c80,2025-08-14,BIMobject AB,unknown,gmail,,1,-0.066144675,debt_bond_issue,Debt / Bond issue,0.7612,0.0017,needs_review_margin
198a8bdc1a637ed2,2025-08-14,Heimar hf.,unknown,gmail,,2,-0.04394989,earnings_report,Earnings report,0.7927,0.0147,needs_review_margin
198a8c209a1c5dab,2025-08-14,Nasdaq Company News,unknown,gmail,,10,0.56367177,guidance_outlook,Guidance / Outlook,0.7919,0.0091,needs_review_margin
198a8c44acd1c706,2025-08-14,North Media A/S,unknown,gmail,,2,-0.08471324,earnings_report,Earnings report,0.7833,0.0028,needs_review_margin
198a8c51c019089b,2025-08-14,Nasdaq Company News,unknown,gmail,,10,0.5714132,admission_delisting,Delisting / Trading halt,0.7905,0.0059,needs_review_margin
198a8cc2018f65aa,2025-08-14,Nasdaq Company News,unknown,gmail,,23,0.60353917,equity_actions_non_buyback,Equity actions (non-buyback),0.784,0.0016,needs_review_margin
198a8cdb96964106,2025-08-14,Nasdaq Company News,unknown,gmail,,10,0.46808118,admission_delisting,Delisting / Trading halt,0.7842,0.0069,needs_review_margin
198a8d69ff49dbd6,2025-08-14,Nasdaq Company News,unknown,gmail,,10,0.47699666,guidance_outlook,Guidance / Outlook,0.7939,0.0049,needs_review_margin
198a8e187fc5a3bf,2025-08-14,Essity AB,unknown,gmail,,21,-0.026819142,admission_delisting,Delisting / Trading halt,0.775,0.0033,needs_review_margin
198a8e189b123a50,2025-08-14,Essity AB,unknown,gmail,,28,-0.032924134,capital_raise_rights_issue,Capital raise / Rights issue,0.7637,0.0013,needs_review_margin
198a8e204db9a32f,2025-08-14,Essity,unknown,gmail,,28,-0.04040899,incidents_controversies,Incidents / Controversies,0.768,0.002,needs_review_margin
198a8f3bf08e748b,2025-08-14,Nykredit Bank A/S,unknown,gmail,,32,0.17296252,agm_egm_governance,AGM/EGM & governance,0.81,0.0097,needs_review_margin
198a8f3bff3861ad,2025-08-14,Totalkredit A/S,unknown,gmail,,32,0.20275363,agm_egm_governance,AGM/EGM & governance,0.8077,0.0097,needs_review_margin
