press_release_id,ml_pred_cid,ml_conf_fused,ml_margin_fused,final_source,final_cid,final_decision,title,snippet
198bbc41b7a8d85c,admission_delisting,0.0538,0.0005,rules,earnings_report,by_rules,Halvårsrapport 2025 for Sparinvest SICAV,"Halvårsrapport 2025 for Sparinvest SICAV Offentliggjort: 2025-08-18 08:00:00 CEST Sparinvest SICAV - Halvårsrapport Halvårsrapport 2025 for Sparinvest SICAV Sparinvest S.A. offentliggør halvårsrapporten for 1. halvår for Sparinvest SICAV med tilhørende afdelinger. Halvårsrapporten er vedhæftet denne fondsbørsmeddelelse og kan envidere downloades på sparinvest.dk. Henvendelser vedrørende nærværende fondsbørsmeddelelse kan rettes til direktør Dirk Schulze, tlf.nr. +352 26 27 47 76 Med venlig hilsen Dirk Schulze Managing Director, Sparinvest S.A., Luxembourg Vedhæftet fil Sparinvest SICAV - semi-"
198bbfa58f908044,admission_delisting,0.0548,0.0012,ml,admission_delisting,needs_review_low_sim,Ophævelse af suspension for andelsklasser under COMPANY,"Ophævelse af suspension for andelsklasser under COMPANY Offentliggjort: 2025-08-18 09:00:00 CEST COMPANY - Indreværdi Ophævelse af suspension for andelsklasser under COMPANY Der anmodes om ophør af suspension for andelsklasserne nedenfor. Andelsklasse ISIN Short name Emerging Markets Aktier A DK0060516854 BAIEMMAA Emerging Markets Aktier Akk. A DK0062502621 BAIEMMAAA Hvis der er spørgsmål, kontakt da Chef for Fund Valuation, Peter Akstrup, telefon 77 30 90 31. Med venlig hilsen BI Management A/S Nikoline Voetmann Direktør This email message was delivered to Annuller dette abonnement This news "
198bba83530ee2bf,admission_listing,0.0539,0.0006,ml,admission_listing,needs_review_low_sim,Norges första COMPANY Go öppnar i Oslo,"Norges första COMPANY Go öppnar i Oslo Publicerad: 2025-08-18 07:30:00 CEST COMPANY - Nyheter för investerare Norges första COMPANY Go öppnar i Oslo COMPANY Hotels lanserar COMPANY Go i Norge genom att konvertera COMPANY Grensen i Oslo till landets första COMPANY Go-hotell. I och med omvandlingen av det centralt belägna hotellet med 96 rum, breddar COMPANY sitt erbjudande i Norge för att möta efterfrågan i det snabbväxande ekonomisegmentet. Det nya hotellet beräknas öppna under det första halvåret 2026. Sedan lanseringen av COMPANY Go, som är en del av Scandics långsiktiga tillväxtplan, får No"
198bbc37297bfe37,admission_listing,0.0531,0.0001,rules,mna,by_rules,COMPANY ABLOY acquires SiteOwl in the US,"COMPANY ABLOY acquires SiteOwl in the US Published: 2025-08-18 08:00:00 CEST COMPANY - Investor News COMPANY ABLOY acquires SiteOwl in the US COMPANY ABLOY has acquired SiteOwl, a leading cloud-based platform that modernizes physical security lifecycle management. ""I am very pleased to welcome SiteOwl to COMPANY ABLOY, an exciting technological addition that will reinforce our current offering within physical security lifecycle management, and provide complementary growth opportunities,"" says Nico Delvaux, President and CEO of COMPANY ABLOY. ""The SiteOwl acquisition represents an important enh"
198bc3b7d4a9f842,admission_delisting,0.0536,0.0002,rules,share_buyback,by_rules,Company Announcement no 38 - COMPANY Bank share buy-back programme,"Company announcementCompany Announcement no 38 COMPANY Bank share buy-back programme: Transactions in week 33. Read more Dont miss out on news You receive this type of e-mail when we publish a company announcement, but did you know that you can also be notified when we publish press releases or articles? Log on to your profile and sign up for your preferred subscriptions: Log-on Contact us It is not possible to reply on this mail but you can contact us via COMPANY Bank Group, Bernstorffsgade 40, 1577 København V, Tel. +45 33 44 00 00 Unsubscribe/Change e-mail address COMPANY Bank A/S CVR-nr. 6"
198bc31497a95d23,admission_listing,0.0532,0.0,rules,product_launch_partnership,by_rules,COMPANY signs on-property sportsbook partnership with the Oneida Indian Nation's Turning Stone Enterprises,"COMPANY signs on-property sportsbook partnership with the Oneida Indian Nation's Turning Stone Enterprises Published: 2025-08-18 10:00:00 CEST COMPANY - Investor News COMPANY signs on-property sportsbook partnership with the Oneida Indian Nation's Turning Stone Enterprises Oneida Indian Nation to offer COMPANY's premium Turnkey Sportsbook at three properties in Upstate New York COMPANY (""COMPANY""), the home of premium sports betting solutions, has agreed a long-term partnership with the Oneida Indian Nation to provide its leading retail sportsbook solution to Turning Stone Enterprises' three s"
198bc6f115761eab,admission_delisting,0.0556,0.0023,rules,debt_bond_issue,by_rules,Sparinvest SICAV suspenderer handel med alle afdelinger,"Sparinvest SICAV suspenderer handel med alle afdelinger Offentliggjort: 2025-08-18 11:07:28 CEST Sparinvest SICAV - Indreværdi Sparinvest SICAV suspenderer handel med alle afdelinger Under henvisning til COMPANY Copenhagens regler for udstedere af investeringsbeviser skal Sparinvest S.A. hermed på vegne af de berørte afdelinger i Sparinvest SICAV offentliggøre, at indberetning af indre værdier til COMPANY Copenhagen er udeblevet p.g.a. tekniske problemer. Handel med de berørte afdelinger ønskes derfor midlertidigt suspenderet. Der er tale om følgende afdelinger: Fund Name ISIN Order Book Code "
198c233603d4a80d,admission_delisting,0.0534,0.0001,rules,orders_contracts,by_rules,The merger between COMPANY and Toleranzia has been completed,"The merger between COMPANY and Toleranzia has been completed Published: 2025-08-19 14:00:00 CEST COMPANY - Other information disclosed according to the rules of the Exchange The merger between COMPANY and Toleranzia has been completed THIS ANNOUNCEMENT SHOULD NOT BE DISTRIBUTED, WHETHER DIRECTLY OR INDIRECTLY, IN OR INTO AUSTRALIA, CANADA, JAPAN, NEW ZEELAND, SOUTH AFRICA OR THE UNITED STATES OF AMERICA. THIS ANNOUNCEMENT SHOULD ALSO NOT BE DISTRIBUTED IN OR INTO ANY OTHER JURISDICTION WHERE SUCH DISTRIBUTION REQUIRES ANY OTHER DOCUMENTATION, REGISTRATION, OR MEASURES BEYOND WHAT IS GOVERNED B"
198c2931f3dc20a7,admission_listing,0.0538,0.0003,ml,admission_listing,needs_review_low_sim,Updated presenters list for Capital Markets Day on 2 September 2025,"Updated presenters list for Capital Markets Day on 2 September 2025 Published: 2025-08-19 15:44:27 CEST COMPANY - Investor News COMPANY - Updated presenters list for Capital Markets Day on 2 September 2025 Following the changes to the Executive Leadership Team, announced on 19.08.2025*, we are pleased to share with you the updated presenters list for our Capital Markets Day on 2 September 2025. For those of you who have signed up, we look forward to seeing you at the event. The event will take place on Tuesday, 2 September 2025 at Clarion Hotel (Copenhagen airport) Ellehammersvej 20, 2770 Kast"
198c1cea9faf3f64,admission_listing,0.0532,0.0,rules,product_launch_partnership,by_rules,COMPANY enters supplier agreement with large Danish insurance company,"COMPANY enters supplier agreement with large Danish insurance company Published: 2025-08-19 12:10:00 CEST COMPANY - Investor News COMPANY enters supplier agreement with large Danish insurance company Company Announcement no. 68/2025 (August 19, 2025) COMPANY enters framework agreement with large Danish insurance company, marking an important step into the insurance segment. Copenhagen, Denmark - Today, August 19, COMPANY has entered into a new framework agreement with one of Denmark's leading insurance companies, covering the provision of temporary accommodation solutions and emergency housing"
198c2227ba9108b3,admission_delisting,0.0548,0.0005,ml,admission_delisting,needs_review_low_sim,COMPANY provides a status update,COMPANY provides a status update Published: 2025-08-19 13:41:34 CEST COMPANY - Other information disclosed according to the rules of the Exchange COMPANY provides a status update COMPANY provides a status update on corporate and reorganization and notifies noteholders of its outstanding Senior Secured Floating Rate Social Notes of technical breaches of its finance documents. Attachments Project Blue - BIH PLC Cleansing Announcement Project Blue - BIH PLC Cleansing Announcement Attachments: Project Blue - BIH PLC Cleansing Announcement.pdf Project Blue - BIH PLC Cleansing Announcement.pdf This 
198c2285a336b8fa,admission_delisting,0.0546,0.0011,ml,admission_delisting,needs_review_low_sim,Bayport Management Ltd provides a status update,Bayport Management Ltd provides a status update Published: 2025-08-19 13:47:58 CEST Bayport Management LTD - Other information disclosed according to the rules of the Exchange Bayport Management Ltd provides a status update Bayport Management Ltd provides a status update on corporate reorganization and notifies noteholders of its outstanding Subordinated Secured Floating Rate Social Notes of technical breaches of its finance documents. Attachments Project Blue - BML Cleansing Announcement Project Blue - BML Cleansing Announcement Attachments: Project Blue - BML Cleansing Announcement.pdf Proje
198c3dad4906e1ce,admission_delisting,0.0535,0.0002,ml,admission_delisting,needs_review_low_sim,Important: 30 days left in your free trial,"COMPANY 30 days left You have 30 days left until your trial expires. Activate your full account to prevent loss of service when your trial expires. Activate your full account See you in the cloud, The COMPANY Team FAQ Documentation Forums Billing COMPANY COMPANY Ireland Ltd, Gordon House, Barrow Street, Dublin 4, Ireland. You have received this email to update you about important information regarding your COMPANY account. COMPANY blog GitHub LinkedIn Twitter Facebook"
198c4218772ea2e9,admission_listing,0.0537,0.0002,ml,admission_listing,needs_review_low_sim,End of Day Stock Quote,"NYSE:JBTM Last Price 140.89 Change 1.68 Volume 246,929 % Change 1.21% Day High 140.99 52 Week High 145.64 Day Low 138.76 52 Week Low 82.64 Today's Open 139.76 Previous Close 139.21 8/19/2025 4:00 PM To unsubscribe from this list, please visit the email alert section of the COMPANY site. Date Sent: 8/19/2025 4:59:46 PM Powered by Q4 Inc."
198c0dc46ce9da6a,admission_listing,0.0536,0.0004,ml,admission_listing,needs_review_low_sim,Lena Bredberg ny uthyrningschef hos Jernhusen,Lena Bredberg ny uthyrningschef hos Jernhusen Publicerad: 2025-08-19 07:45:00 CEST Jernhusen AB - Nyheter för investerare Lena Bredberg ny uthyrningschef hos Jernhusen Jernhusen har rekryterat Lena Bredberg till rollen som uthyrningschef. Hon tillträder i mitten av september och blir en del av ledningsgruppen inom bolagets affärsområde Stationer. Rekryteringen är ett led i Jernhusens arbete för att utveckla stationerna och göra dem ännu mer attraktiva för både företag och resenärer. Lena kommer närmast från en tjänst som uthyrare på Castellum och har tidigare varit uthyrningschef på Kungsleden
198c0ce7f21cdf87,admission_listing,0.0534,0.0002,ml,admission_listing,needs_review_low_sim,"COMPANY genomför projekt för avfuktning av huvudkablar på bro i New York, USA, värt USD 249M, cirka 2,5 miljarder kronor","COMPANY genomför projekt för avfuktning av huvudkablar på bro i New York, USA, värt USD 249M, cirka 2,5 miljarder kronor Publicerad: 2025-08-19 07:30:00 CEST COMPANY - Nyheter för investerare COMPANY genomför projekt för avfuktning av huvudkablar på bro i New York, USA, värt USD 249M, cirka 2,5 miljarder kronor COMPANY har tecknat avtal med Metropolitan Transportation Authority för projektet för avfuktning av huvudkablarna på Verrazzano-Narrows Bridge i New York, NY, USA. Kontraktet är värt USD 249M, cirka 2,5 miljarder kronor, vilket kommer att inkluderas i orderingången för USA för det tredj"
198c15e0372538f6,admission_delisting,0.0535,0.0003,ml,admission_delisting,needs_review_low_sim,COMPANY Bank indfrier hybrid kernekapital (Tier 1),COMPANY Bank indfrier hybrid kernekapital (Tier 1) Offentliggjort: 2025-08-19 10:06:53 CEST COMPANY - Intern viden COMPANY Bank indfrier hybrid kernekapital (Tier 1) Aktieselskabet COMPANY Bank har fået Finanstilsynets tilladelse til indfrielse af hybrid kernekapital for DKK 50 mio. og indfrier udstedte kapitalbeviser for DKK 50 mio. ISIN kode DK0030470752 med status af Tier 1 kapital. Indfrielsen finder sted den 29. september 2025. Indfrielsen sker som et led i bankens kapitalplanlægning. Venlig hilsen COMPANY Bank Vedhæftet fil Meddelelse_nr19_2025 Vedhæftet fil: Meddelelse_nr19_2025.pdf Thi
198c1717b3b9f9e8,admission_listing,0.0549,0.0002,ml,admission_listing,needs_review_low_sim,Commercial Paper(s) issued by Heba Fastighets AB will be admitted to trading on COMPANY STO Sustainable Commercial Paper (Record Id 313295),Commercial Paper(s) issued by Heba Fastighets AB will be admitted to trading on COMPANY STO Sustainable Commercial Paper (Record Id 313295) Published: 2025-08-19 10:28:14 CEST COMPANY Stockholm AB - Bond Market information Commercial Paper(s) issued by Heba Fastighets AB will be admitted to trading on COMPANY STO Sustainable Commercial Paper (Record Id 313295) 1 bond loan(s) issued by Heba Fastighets AB will be admitted to trading with effect from 2025-08-20. Last day of trading is set to 2025-11-20. The instruments will be traded on STO Sustainable Commercial Paper. Please find instrument ide
198c173163b82d25,admission_delisting,0.0553,0.0002,rules,admission_delisting,by_rules,KOMMUNIKÉ FRÅN EXTRA BOLAGSSTÄMMA I COMPANY (PUBL) DEN 19 AUGUSTI 2025,"KOMMUNIKÉ FRÅN EXTRA BOLAGSSTÄMMA I COMPANY (PUBL) DEN 19 AUGUSTI 2025 Publicerad: 2025-08-19 10:30:00 CEST COMPANY - Beslut fattade av bolagsstämma KOMMUNIKÉ FRÅN EXTRA BOLAGSSTÄMMA I COMPANY (PUBL) DEN 19 AUGUSTI 2025 Extra bolagsstämma i COMPANY (publ), org. nr 556980-2241 (""Bolaget""), ägde rum idag den 19 augusti 2025 i Eversheds Sutherland Advokatbyrås lokaler på Sveavägen 20 i Stockholm. Aktieägare som tillsammans representerade 42,76 procent av rösterna och aktierna närvarade vid stämman. Följande huvudsakliga beslut fattades enhälligt på stämman: Godkännande av styrelsens beslut från d"
198c0f79187a9ee1,admission_delisting,0.0533,0.0002,rules,earnings_report,by_rules,Inbjudan till presentation i samband med Byggmästarens delårsrapport januari-juni 2025,"Inbjudan till presentation i samband med Byggmästarens delårsrapport januari-juni 2025 Publicerad: 2025-08-19 08:15:00 CEST Byggmästare Anders J Ahlström Holding AB - Nyheter för investerare Inbjudan till presentation i samband med Byggmästarens delårsrapport januari-juni 2025 Byggmästaren publicerar sin delårsrapport för perioden januari-juni den 22 augusti klockan 08:30 Tomas Bergström, VD, presenterar senare samma dag kl. 14:00 rapporten och svarar på frågor under en telefonkonferens med webbpresentation. Länk till mötet: Klicka här För mer information vänligen kontakta: Tomas Bergström VD "
198c105752aa85b8,admission_listing,0.0548,0.0009,ml,admission_listing,needs_review_low_sim,Offentliggørelse af prospekt for Investeringsforeningen Danske Invest,"Offentliggørelse af prospekt for Investeringsforeningen Danske Invest Offentliggjort: 2025-08-19 08:30:00 CEST Danske Invest - Prospekter/prospekt medd. Offentliggørelse af prospekt for Investeringsforeningen Danske Invest Vi skal herved oplyse, at der er foretaget ændringer i prospektet for Investeringsforeningen Danske Invest. To nye afdelinger, Mix 80 - Akkumulerende og Mix Aktier - Akkumulerende optages til handel på COMPANY Copenhagen A/S med første handelsdag den 22. august 2025. Oplysninger om afdelingerne fremgår af afdelingsbeskrivelsen på henholdsvis side 126 og side 128 i prospektet"
198c9d7316310b70,admission_listing,0.054,0.0006,rules,earnings_report,by_rules,Correction: GrønlandsBANKENs rapport for første halvår 2025,"Correction: GrønlandsBANKENs rapport for første halvår 2025 Offentliggjort: 2025-08-21 01:36:08 CEST COMPANY - Halvårsrapport Correction: GrønlandsBANKENs rapport for første halvår 2025 Selskabsmeddelelsen, der blev sendt ud tidligere i dag, linkede til en engelsk version af halvårsregnskabet i det ene link. Det er nu rettet. Resultat for første halvår af 2025 GrønlandsBANKENs resultat før skat lyder på kr. 84,4 mio. for første halvår af 2025, mod kr. 120,1 mio. i første halvår af 2024. Resultatet før skat forrenter primo egenkapitalen efter udbytte med 11,6 % p.a. Resultatet før kursregulerin"
198c947f64b39ff0,admission_listing,0.0538,0.0002,ml,admission_listing,needs_review_low_sim,End of Day Stock Quote,"NYSE:JBTM Last Price 139.51 Change -1.38 Volume 238,676 % Change -0.98% Day High 140.21 52 Week High 145.64 Day Low 138.78 52 Week Low 82.64 Today's Open 140.14 Previous Close 140.89 8/20/2025 4:00 PM To unsubscribe from this list, please visit the email alert section of the COMPANY site. Date Sent: 8/20/2025 4:59:50 PM Powered by Q4 Inc."
198c6eb02ba635f7,admission_listing,0.0552,0.0,ml,admission_listing,needs_review_low_sim,Bond loan(s) issued by Landshypotek Bank AB will be admitted to trading on COMPANY STO Corporate Bonds (Record Id 313335),Bond loan(s) issued by Landshypotek Bank AB will be admitted to trading on COMPANY STO Corporate Bonds (Record Id 313335) Published: 2025-08-20 11:59:05 CEST COMPANY Stockholm AB - Bond Market information Bond loan(s) issued by Landshypotek Bank AB will be admitted to trading on COMPANY STO Corporate Bonds (Record Id 313335) 1 bond loan(s) issued by Landshypotek Bank AB will be admitted to trading with effect from 2025-08-21. Last day of trading is set to 2029-08-09. The instruments will be traded on STO Corporate Bonds. Please find instrument identifiers in the attached document. COMPANY Stoc
198c67e003a741ef,admission_listing,0.0534,0.0002,ml,admission_listing,needs_review_low_sim,"COMPANY Global Capital Markets Day September 16, 2025","COMPANY Global Capital Markets Day September 16, 2025 Published: 2025-08-20 10:00:00 CEST COMPANY - Investor News COMPANY Global Capital Markets Day September 16, 2025 COMPANY (""COMPANY Global"" eller ""Bolaget"") meddelar att Bolaget kommer att hålla en kapitalmarknadsdag i London tisdagen den 16 september 2025. Dagen kommer att fokusera på ett urval av COMPANY Globals portföljbolag: BlaBlaCar, Voi, Breadfast, Bokadirekt och Numan. Kapitalmarknadsdagen börjar klockan 13:00 GMT. COMPANY Globals VD Per Brilioth inleder dagen med en kort introduktion, följt av presentationer från de deltagande port"
198c6963818bb6c7,admission_delisting,0.0563,0.0019,ml,admission_delisting,needs_review_low_sim,Delisting of bond issued by Landshypotek Bank AB (publ),"Delisting of bond issued by Landshypotek Bank AB (publ) Published: 2025-08-20 10:26:28 CEST COMPANY Stockholm AB - Bond Market information Delisting of bond issued by Landshypotek Bank AB (publ) Landshypotek Bank AB (publ) has applied to have its bond delisted from STO Corporate Bonds. COMPANY Stockholm AB has approved the application and decided to delist the bond loan. ISIN: SE0013105574 Trading code: LAHO 714 The last day of trading will be on August 21, 2025. COMPANY Stockholm AB, Issuer Surveillance,, 46 8 405 7280 This email message was delivered to Cancel this subscription This news rel"
198c6bf97a2fbe68,admission_delisting,0.0536,0.0002,ml,admission_delisting,needs_review_low_sim,"Offentliggørelse af halvårsrapport 2025, COMPANY","Offentliggørelse af halvårsrapport 2025, COMPANY Published: 2025-08-20 11:11:36 CEST COMPANY - Half Year financial report Offentliggørelse af halvårsrapport 2025, COMPANY Bestyrelsen for COMPANY har på et bestyrelsesmøde d.d. godkendt halvårsrapporten for første halvår 2025. Den godkendte rapport vedhæftes nærværende meddelelse. For eventuelle spørgsmål kontakt Lise Bøgelund Jensen, direktør i foreningens investeringsforvaltningsselskab, på telefon 33 28 28 28. Med venlig hilsen COMPANY Attachment Wealth Invest H1 2025_final Attachments: Wealth Invest H1 2025_final.pdf This email message was d"
198c6470e172c9a5,admission_listing,0.0539,0.0004,ml,admission_listing,needs_review_low_sim,Meddelelse om formue og antal investorer i Europæisk Forsvar og Fremsyn KL og Europæisk Forsvar og Fremsyn Akk. KL under COMPANY,"Meddelelse om formue og antal investorer i Europæisk Forsvar og Fremsyn KL og Europæisk Forsvar og Fremsyn Akk. KL under COMPANY Offentliggjort: 2025-08-20 09:00:00 CEST COMPANY - Andre oplysningsforpligtelser offentliggjort efter børsens regler Meddelelse om formue og antal investorer i Europæisk Forsvar og Fremsyn KL og Europæisk Forsvar og Fremsyn Akk. KL under COMPANY Tegningen af andele i afdelingerne Europæisk Forsvar og Fremsyn KL og Europæisk Forsvar og Fremsyn Akk. KL, under COMPANY, blev afsluttet 18. august 2025. Ved tegningsperiodens afslutning var der modtaget nedenstående ordrer:"
198c626c3df6b743,admission_listing,0.0531,0.0001,ml,admission_listing,needs_review_low_sim,EVIG rullar in med framtidens mobila butik - premiärvisas under Disrupt Retail tillsammans med Swish och CHIMI,"EVIG rullar in med framtidens mobila butik - premiärvisas under Disrupt Retail tillsammans med Swish och CHIMI Publicerad: 2025-08-20 08:24:35 CEST COMPANY - Nyheter för investerare EVIG rullar in med framtidens mobila butik - premiärvisas under Disrupt Retail tillsammans med Swish och CHIMI COMPANY Motion lanserar ett nytt retailkoncept med sitt elfordon EVIG - en mobil butik på hjul som kombinerar hållbar teknik, flexibilitet och smidiga betallösningar. Först ut att testa lösningen är CHIMI, som under retailkonferensen Disrupt Retail den 25-26 augusti låter besökarna köpa solglasögon direkt "
198cc7def658dc34,admission_delisting,0.0541,0.0,rules,mna,by_rules,Management's or Related parties' trading with COMPANY shares,"Management's or Related parties' trading with COMPANY shares Published: 2025-08-21 13:57:39 CEST COMPANY - Managers' Transactions Management's or Related parties' trading with COMPANY shares COMPANY Announcement No. 39 /2025 21 August 2025 CVR No. 15701315 Management's or Related parties' trading with COMPANY shares Today, Schur Finance A/S, related parties to Chairman Hans W. Schur (Hans W. Schur is Managing Director of Schur Finance A/S), has acquired 17,843 number of SPG shares, ID Code DK0061027356, at a price of DKK 269.9965 equal to DKK 4,817,547.55. See attachment. For further informati"
198cbdb4cf69d057,admission_listing,0.054,0.0002,rules,capital_raise_rights_issue,by_rules,Kaldalón hf.: Bill Auction Announcement,"Kaldalón hf.: Bill Auction Announcement Published: 2025-08-21 11:00:00 CEST Kaldalón hf. - Other information disclosed according to the rules of the Exchange Kaldalón hf.: Bill Auction Announcement On Monday, 25 August, Kaldalón hf. will auction six-month bills in a new series, KALD 26 0302 bills. The auction is held in line with the company's policy to be a regular issuer of bills and bonds. The auction will be conducted using the Dutch method, i.e. all accepted bids will be sold to investors at the highest accepted flat yield. The bills will be issued in nominal value units of ISK 20 million"
198cbc0f9059631a,admission_delisting,0.0532,0.0001,ml,admission_delisting,needs_review_low_sim,"Advanz Pharma and COMPANY receive European approval for Mynzepli®, Biosimilar to Eylea®","August 21, 2025 4:30 AM EDT Advanz Pharma and COMPANY receive European approval for Mynzepli®, Biosimilar to Eylea® View this release → Or click here to view all releases. You are subscribed to COMPANY Investor Relations email alerts. To unsubscribe from all alerts, please click here. COMPANY Saemundargata 15-19, 102, Reykjavik,, Iceland Service provided by Notified"
198cbdb52f0b7cf7,admission_listing,0.0534,0.0003,ml,admission_listing,needs_review_low_sim,Invitation to COMPANY's investor event focused on strategy and logistics on 29 September 2025,"Invitation to COMPANY's investor event focused on strategy and logistics on 29 September 2025 Published: 2025-08-21 11:00:00 CEST COMPANY - Investor News Invitation to COMPANY's investor event focused on strategy and logistics on 29 September 2025 COMPANY INVESTOR NEWS 21.8.2025 AT 12.00 COMPANY invites analysts, institutional investors and the media to tour its logistics centres in Hyvinkää and Vantaa, and to hear strategy updates by the President and CEO Jorma Rauhala and CFO Anu Hämäläinen on Monday, 29 September 2025. The tour includes visits to the new Onnela logistics centre in Hyvinkää,"
198cbdba8dbc0554,admission_delisting,0.0532,0.0001,ml,admission_delisting,needs_review_low_sim,Kutsu Keskon strategia- ja logistiikkateemaiseen sijoittajatilaisuuteen maanantaina 29.9.2025,"[*] KESKO SIJOITTAJAUUTINEN 21.8.2025 KLO 12.00 Kutsu Keskon strategia- ja logistiikkateemaiseen sijoittajatilaisuuteen maanantaina 29.9.2025 Kesko järjestää institutionaalisille sijoittajille, analyytikoille ja median edustajille suunnatun sijoittajavierailun Onnisen ja K-Auton loppuvuodesta 2025 käyttöönotettavaan logistiikkakeskukseen Onnelaan Hyvinkäälle ja päivittäistavarakaupan logistiikkakeskukseen Vantaalle maanantaina 29.9.2025. Tilaisuuden lopussa pääjohtaja Jorma Rauhala ja talousjohtaja Anu Hämäläinen pitävät esityksen strategian etenemisestä. Ohjelma: 08.30 Yhteislähtö linja-autol"
198ce6e66c762167,admission_listing,0.0538,0.0002,ml,admission_listing,needs_review_low_sim,End of Day Stock Quote,"NYSE:JBTM Last Price 139.80 Change 0.29 Volume 249,474 % Change 0.21% Day High 140.36 52 Week High 145.64 Day Low 137.66 52 Week Low 82.64 Today's Open 138.85 Previous Close 139.51 8/21/2025 4:00 PM To unsubscribe from this list, please visit the email alert section of the COMPANY site. Date Sent: 8/21/2025 4:59:55 PM Powered by Q4 Inc."
198cd4e39e90a4e0,admission_delisting,0.0532,0.0,ml,admission_delisting,needs_review_low_sim,COMPANY: Viljayfirlýsing við Þarfaþing ehf. undirrituð um Kringlureit,"COMPANY: Viljayfirlýsing við Þarfaþing ehf. undirrituð um Kringlureit Published: 2025-08-21 17:45:00 CEST COMPANY fasteignafélag hf. - Innherjaupplýsingar COMPANY: Viljayfirlýsing við Þarfaþing ehf. undirrituð um Kringlureit COMPANY fasteignafélag hf., fyrir hönd Reita - þróunar ehf. og Reita atvinnuhúsnæðis ehf., og Þarfaþing ehf. hafa skrifað undir viljayfirlýsingu um að hefja hönnunarvinnu á Kringlureit. Aðilar lýsa jafnframt yfir sameiginlegum vilja til að ganga til samninga um samstarf vegna uppbyggingar íbúðarhúsnæðis með bílageymslu á A - reit Kringlureits á grundvelli þeirra forsendna "
198cba468e9c6f07,admission_listing,0.0536,0.0001,ml,admission_listing,needs_review_low_sim,COMPANY Games' Investor Day,"COMPANY Games' Investor Day Published: 2025-08-21 10:00:00 CEST COMPANY - Investor News COMPANY Games' Investor Day COMPANY Games (TGAMES) is hosting an investor day on August 26, 2025, at 16:00. The event will take place at COMPANY Games' office in Mikkel Bryggers Gade 4, Copenhagen, and will include catering. This is an opportunity to meet the board and management team and get all your questions answered. The event will begin with a review of the half-year report, followed by a status update on key projects and a strategy update. To attend, please sign up using this link: Sign up here. Agend"
198cb521e8de9aca,admission_delisting,0.0532,0.0,ml,admission_delisting,needs_review_low_sim,COMPANY Announces Cost Reduction and Focus on Company Sale,"COMPANY Announces Cost Reduction and Focus on Company Sale Published: 2025-08-21 08:30:00 CEST COMPANY - Inside information COMPANY Announces Cost Reduction and Focus on Company Sale COMPANY (Publ.) (the ""Company"") has adopted a cost reduction program that includes focusing activities on the continued ambition to sell the Company. Together with the recently completed directed share issue of approximately SEK 2.55 million, the intention is to give the exit process as much time as possible. The Board of Directors' strategic decision means that, while maintaining the service level towards custome"
198cb4f5040f0447,admission_delisting,0.0554,0.001,ml,admission_delisting,needs_review_low_sim,Suspension of Trading in Circle Energy Sweden AB at FNSE,"Suspension of Trading in Circle Energy Sweden AB at FNSE Published: 2025-08-21 08:26:42 CEST Suspension of Trading in Circle Energy Sweden AB at FNSE 2025-08-21T06:26:42Z Suspension At Trading Venue FNSE Due to Suspected Market Abuse Ongoing: True Comments: COMPANY Stockholm has, to the extent applicable, also decided to suspend the trading in all other instruments related to the issuer. Order books will be flushed. For further information concerning this Market Notice please contact Issuer Surveillance at COMPANY Stockholm Tel +468 405 60 00, or email Issuer: Circle Energy Sweden AB, LEI: 549"
198d394c38bd6531,admission_listing,0.0537,0.0002,ml,admission_listing,needs_review_low_sim,End of Day Stock Quote,"NYSE:JBTM Last Price 147.70 Change 7.90 Volume 738,292 % Change 5.65% Day High 148.77 52 Week High 148.77 Day Low 138.72 52 Week Low 82.64 Today's Open 140.93 Previous Close 139.80 8/22/2025 4:00 PM To unsubscribe from this list, please visit the email alert section of the COMPANY site. Date Sent: 8/22/2025 4:59:56 PM Powered by Q4 Inc."
198d3c128d71c4d3,admission_delisting,0.0533,0.0,ml,admission_delisting,needs_review_low_sim,Weekly Summary Alert for COMPANY,"COMPANY added the following items during the week of August 18, 2025 News COMPANY appoints Patrik Ling as VP of Investor Relations Scandinavia Advanz Pharma and COMPANY receive European approval for Mynzepli®, Biosimilar to Eylea® ALVO Monday Tuesday Wednesday Thursday Friday Opening Price $8.24 $9.06 $8.59 $8.25 $8.48 Last Trade $9.00 $8.69 $8.22 $8.47 $8.45 Price Change +$0.97 -$0.31 -$0.47 +$0.25 -$0.02 Percent Change +12.08% -3.44% -5.41% +3.04% -0.24% Day High $9.01 $9.06 $8.59 $8.47 $8.52 Day Low $8.24 $8.66 $8.20 $8.15 $8.33 Volume 1,461,697 482,203 382,331 486,120 469,251 Visit the web"
198d240252ec9344,admission_delisting,0.0541,0.0001,rules,mna,by_rules,Management's or Related parties' trading with COMPANY shares,"Management's or Related parties' trading with COMPANY shares Published: 2025-08-22 16:47:52 CEST COMPANY - Managers' Transactions Management's or Related parties' trading with COMPANY shares COMPANY Announcement No. 41 /2025 22 August 2025 CVR No. 15701315 Management's or Related parties' trading with COMPANY shares Today, Schur Finance A/S, related parties to Chairman Hans W. Schur (Hans W. Schur is Managing Director of Schur Finance A/S), has acquired 2,230 number of SPG shares, ID Code DK0061027356, at a price of DKK 269.9426 equal to DKK 601,972.00. See attachment. For further information:"
