press_release_id,true_cid,suggested_cid,suggested_name,cat_sim,cat_margin,decision,release_date,company_name,title,snippet,source,source_url
198ac198e8c76446,,earnings_report,Earnings report,0.759,0.0012,needs_review_margin,2025-08-15,Tokmanni Group Oyj,"Tokmanni Group Oyj:n puolivuosikatsaus tammi-kesäkuu 2025: Toisella vuosineljänneksellä asiakasmäärät ja liikevaihto kasvoivat, mutta kannattavuus laski","Tokmanni Group Oyj:n puolivuosikatsaus tammi-kesäkuu 2025: Toisella vuosineljänneksellä asiakasmäärät ja liikevaihto kasvoivat, mutta kannattavuus laski Julkaistu: 2025-08-15 07:00:00 CEST Tokmanni Group Oyj - Puolivuosikatsaus Tokmanni Group Oyj:n puolivuosikatsaus tammi-kesäkuu 2025: Toisella vuosineljänneksellä asiakasmäärät ja liikevaihto kasvoivat, mutta kannattavuus laski Tokmanni Group Oyj Puolivuosikatsaus Tilintarkastamaton 15.8.2025 klo 8.00 KESKEISTÄ TOISELTA VUOSINELJÄNNEKSELTÄ 2025 Tokmanni-konsernin liikevaihto kasvoi 4,8 % (32,5 %) 442,9 milj. euroon (422,5) Vertailukelpoinen li",gmail,
198ac199d2b76480,,earnings_report,Earnings report,0.7964,0.0267,auto_assign,2025-08-15,Tokmanni Group Oyj,"Tokmanni Group Corporation Half-Year Financial Report January-June 2025: In the second quarter revenue and customer visits increased, but profitability declined","Tokmanni Group Corporation Half-Year Financial Report January-June 2025: In the second quarter revenue and customer visits increased, but profitability declined Published: 2025-08-15 07:00:00 CEST Tokmanni Group Oyj - Half Year financial report Tokmanni Group Corporation Half-Year Financial Report January-June 2025: In the second quarter revenue and customer visits increased, but profitability declined Tokmanni Group Corporation Half-Year Financial Report Unaudited 15 August 2025 at 8:00 am SECOND QUARTER 2025 HIGHLIGHTS Tokmanni Group’s revenue grew by 4.8% (32.5%) and was EUR 442.9 million (",gmail,
198ac1a4f3a370ca,,earnings_report,Earnings report,0.8083,0.0283,auto_assign,2025-08-15,KH Group Plc,"KH Group Plc's Half-Year-Report 1 January-30 June 2025: KH-Koneet's profitability declined - NRG performed well, orderbook at record-high level","KH Group Plc's Half-Year-Report 1 January-30 June 2025: KH-Koneet's profitability declined - NRG performed well, orderbook at record-high level Published: 2025-08-15 07:00:57 CEST KH Group Plc - Half Year financial report KH Group Plc's Half-Year-Report 1 January-30 June 2025: KH-Koneet's profitability declined - NRG performed well, orderbook at record-high level KH Group Plc Stock Exchange Release 15 August 2025 at 8:00 am EEST KH Group Plc’s Half-Year-Report 1 January–30 June 2025 KH-Koneet’s profitability declined – NRG performed well, orderbook at record-high level This is the summary of t",gmail,
198ac1abc278a3f6,,dividend,Dividend,0.7759,0.0009,needs_review_margin,2025-08-15,Verve Group SE,Verve Group SE delivers double-digit growth in Q2 2025 despite challenging migration to unified platform,"Verve Group SE delivers double-digit growth in Q2 2025 despite challenging migration to unified platform Published: 2025-08-15 07:00:03 CEST Verve Group SE - Company Announcement Verve Group SE delivers double-digit growth in Q2 2025 despite challenging migration to unified platform Verve Group SE delivers double-digit growth in Q2 2025 despite challenging migration to unified platform Net Revenue increases 10 percent to EUR 106 million, underscoring robust performance amid macro volatility Adjusted EBITDA slightly increased to EUR 29 million, while margin eases to 28 percent Software client b",gmail,
198ac29e0ce07c08,,equity_actions_non_buyback,Equity actions (non-buyback),0.7957,0.0019,needs_review_margin,2025-08-15,Carlsberg A/S,Notification and public disclosure of acquisition of Carlsberg A/S shares by the CFO,"Notification and public disclosure of acquisition of Carlsberg A/S shares by the CFO Published: 2025-08-15 07:17:56 CEST Carlsberg A/S - Managers' Transactions Notification and public disclosure of acquisition of Carlsberg A/S shares by the CFO 15.8.2025 07:17:56 CEST | Carlsberg A/S | Managers' Transactions The attached document discloses the data of the transactions made in Carlsberg shares by CFO, Ulrica Fearn, in accordance with Article 19 of Regulation No. 596/2014 on market abuse. Attachments: 20250815_Ulrica Fearn_Acquisition of shares.pdf This email message was delivered to Cancel this",gmail,
198ac29ea0727ef8,,equity_actions_non_buyback,Equity actions (non-buyback),0.7691,0.0039,needs_review_margin,2025-08-15,Carlsberg A/S,Carlsberg A/S: Notification and public disclosure of acquisition of Carlsberg A/S shares by the CFO,"Notification and public disclosure of acquisition of Carlsberg A/S shares by the CFO Notification and public disclosure of acquisition of Carlsberg A/S shares by the CFO 15.8.2025 07:17:56 CEST | Carlsberg A/S | Managers' Transactions The attached document discloses the data of the transactions made in Carlsberg shares by CFO, Ulrica Fearn, in accordance with Article 19 of Regulation No. 596/2014 on market abuse. Attachments 20250815_Ulrica Fearn_Acquisition of shares.pdf Share You have received this message from announcement service Via Ritzau. I don't want to receive announcements from this ",gmail,
198ac50eb7f1c0ae,,earnings_report,Earnings report,0.7988,0.0264,auto_assign,2025-08-15,Fortum,"Fortum January-June 2025 Half-year Financial Report: Despite strong achieved power price, results affected by low generation volumes and market prices","Fortum January-June 2025 Half-year Financial Report: Despite strong achieved power price, results affected by low generation volumes and market prices Published: 2025-08-15 08:00:00 CEST Fortum - Half Year financial report Fortum January-June 2025 Half-year Financial Report: Despite strong achieved power price, results affected by low generation volumes and market prices FORTUM CORPORATION INTERIM REPORT 15 AUGUST 2025 AT 9:00 EEST This release is a summary of Fortum’s January–June 2025 Half-year Financial Report. The complete report is attached to this release as a PDF file. It is also availa",gmail,
198ac34dff6f49f0,,dividend,Dividend,0.7534,0.0016,needs_review_margin,2025-08-15,Witted Megacorp Oyj,Witted Megacorp Oyj: OMIEN OSAKKEIDEN HANKINTA 14.8.2025,Witted Megacorp Oyj: OMIEN OSAKKEIDEN HANKINTA 14.8.2025 Julkaistu: 2025-08-15 07:30:00 CEST Witted Megacorp Oyj - Yhtiötiedote Witted Megacorp Oyj: OMIEN OSAKKEIDEN HANKINTA 14.8.2025 Witted Megacorp Oyj | Yhtiötiedote | 15.08.2025 klo 08:30:00 EEST Witted Megacorp Oyj: OMIEN OSAKKEIDEN HANKINTA 14.8.2025 Helsingin Pörssi Päivämäärä: 14.8.2025 Pörssikauppa: OSTO Osakelaji: WITTED Osakemäärä: 4 065 osaketta Keskihinta/osake: 1.5155 EUR Kokonaishinta: 6 160.62 EUR Yhtiön hallussa olevat omat osakkeet 14.8.2025 tehtyjen kauppojen jälkeen: 502 159 osaketta. Witted Megacorp Oyj:n puolesta Lago Kap,gmail,
198ac34e92ebb167,,share_buyback,Share buyback,0.8248,0.0301,auto_assign,2025-08-15,Sampo,Sampo plc's share buybacks 14 August 2025,"Sampo plc's share buybacks 14 August 2025 Published: 2025-08-15 07:30:00 CEST Sampo - Changes in company's own shares Sampo plc's share buybacks 14 August 2025 Sampo plc, stock exchange release, 15 August 2025 at 8:30 am EEST Sampo plc’s share buybacks 14 August 2025 On 14 August 2025, Sampo plc (business code 0142213-3, LEI 743700UF3RL386WIDA22) has acquired its own A shares (ISIN code FI4000552500) as follows: Sampo plc’s share buybacks Aggregated daily volume (in number of shares) Daily weighted average price of the purchased shares* Market (MIC Code) 3,865 9.85 AQEU 110,513 9.85 CEUX 23,56",gmail,
198ac34f75766d15,,earnings_report,Earnings report,0.7728,0.0042,needs_review_margin,2025-08-15,Pandora A/S,Pandora delivers 8% organic growth in Q2,"Pandora delivers 8% organic growth in Q2 Published: 2025-08-15 07:30:00 CEST Pandora A/S - Half Year financial report Pandora delivers 8% organic growth in Q2 FINANCIAL HIGHLIGHTS In Q2 2025, Pandora continued to deliver solid revenue growth and margins despite the increasingly turbulent macroeconomic backdrop as well as headwind from foreign exchange, tariffs and commodity prices. Q2 2025 organic growth ended at 8%. Like-for-like (LFL) was 3% and network expansion added 5% to growth. LFL growth in the US remained strong at 8%, and Rest of Pandora was robust at 6%. Despite some challenges in t",gmail,
198ac34fa1105293,,guidance_outlook,Guidance / Outlook,0.778,0.0077,needs_review_margin,2025-08-15,Cabonline Group AB (publ),Invitation to presentation of the quarterly report for 2025,"Invitation to presentation of the quarterly report for 2025 Published: 2025-08-15 07:30:00 CEST Cabonline Group AB (publ) - Other information disclosed according to the rules of the Exchange Invitation to presentation of the quarterly report for 2025 On Thursday, August 21, the quarterly report for Cabonline Group Holding AB (publ) for the period April – June 2025 will be published. In addition, there will be an opportunity for analysts and bond investors for a presentation meeting on Friday, August 22. The presentation is held by Charlotta Söderlund, CEO, Erik Skånsberg, CFO, Magnus Creutz, C",gmail,
198ac34fefd48840,,equity_actions_non_buyback,Equity actions (non-buyback),0.7645,0.0012,needs_review_margin,2025-08-15,Lindex Group Oyj,Lindex Group Oyj:n yrityssaneerausohjelma on saatu päätökseen - saneerausohjelman valvoja on antanut loppuselonteon ohjelman toteutumisesta,"Lindex Group Oyj:n yrityssaneerausohjelma on saatu päätökseen - saneerausohjelman valvoja on antanut loppuselonteon ohjelman toteutumisesta Julkaistu: 2025-08-15 07:30:00 CEST Lindex Group Oyj - Muut pörssin sääntöjen nojalla julkistettavat tiedot Lindex Group Oyj:n yrityssaneerausohjelma on saatu päätökseen - saneerausohjelman valvoja on antanut loppuselonteon ohjelman toteutumisesta LINDEX GROUP Oyj, Muut pörssin sääntöjen nojalla julkistettavat tiedot 15.8.2025 klo 8.30 EEST Lindex Group Oyj:n yrityssaneerausohjelma on saatu päätökseen – saneerausohjelman valvoja on antanut loppuselonteon o",gmail,
198ac3502d587d7c,,guidance_outlook,Guidance / Outlook,0.764,0.007,needs_review_margin,2025-08-15,Cabonline Group AB (publ),Inbjudan till presentation av kvartalsrapporten för Q2 2025,"Inbjudan till presentation av kvartalsrapporten för Q2 2025 Publicerad: 2025-08-15 07:30:00 CEST Cabonline Group AB (publ) - Övrig information som ska lämnas enligt börsens regler Inbjudan till presentation av kvartalsrapporten för Q2 2025 På torsdag den 21 augusti offentliggörs kvartalsrapporten för Cabonline Group Holding AB (publ) för perioden april – juni 2024. För intresserande analytiker och obligationsinvesterare finns möjlighet till presentationsmöte på fredag den 22 augusti. Presentationen hålls av Charlotta Söderlund, VD, Erik Skånsberg, CFO, Magnus Creutz, CCO och Claes Palm, IR man",gmail,
198ac350468c9048,,share_buyback,Share buyback,0.7969,0.0021,needs_review_margin,2025-08-15,Lindex Group Oyj,Lindex Group plc's corporate restructuring programme has concluded - the supervisor of the programme has submitted a final report on the implementation of the programme,"Lindex Group plc's corporate restructuring programme has concluded - the supervisor of the programme has submitted a final report on the implementation of the programme Published: 2025-08-15 07:30:00 CEST Lindex Group Oyj - Other information disclosed according to the rules of the Exchange Lindex Group plc's corporate restructuring programme has concluded - the supervisor of the programme has submitted a final report on the implementation of the programme LINDEX GROUP plc, Other information disclosed according to the rules of the Exchange 15.8.2025 at 8:30 EEST Lindex Group plc’s corporate res",gmail,
198ac3506a8eead6,,earnings_report,Earnings report,0.7899,0.0223,auto_assign,2025-08-15,Björn Borg AB,BJÖRN BORG AB INTERIM REPORT JANUARY - JUNE 2025,"BJÖRN BORG AB INTERIM REPORT JANUARY - JUNE 2025 Published: 2025-08-15 07:30:00 CEST Björn Borg AB - Half Year financial report BJÖRN BORG AB INTERIM REPORT JANUARY - JUNE 2025 APRIL 1 – JUNE 30, 2025 Group net sales amounted to SEK 225.9 million (213.2), an increase of 6.0 percent. Currency-neutral, Group net sales increased by 8.9 percent. Net sales for own e-commerce increased by 26.3 percent to SEK 51.6 million (40.8). Sales for own e-commerce and e-tailers amounted to SEK 97.4 million (88.2), an increase of 10.5 percent. The gross profit margin was 50.6 percent (51.8). Currency neutral, t",gmail,
198ac350bf6818d9,,equity_actions_non_buyback,Equity actions (non-buyback),0.7325,0.0018,needs_review_margin,2025-08-15,Skanska AB,"Skanska ersätter skolbyggnad i Des Moines, Washington, USA, för USD 91M, cirka 920 miljoner kronor","Skanska ersätter skolbyggnad i Des Moines, Washington, USA, för USD 91M, cirka 920 miljoner kronor Publicerad: 2025-08-15 07:30:00 CEST Skanska AB - Nyheter för investerare Skanska ersätter skolbyggnad i Des Moines, Washington, USA, för USD 91M, cirka 920 miljoner kronor Skanska har tecknat avtal med Highline Public Schools District för Pacific Middle School Replacement Project i Des Moines, Washington, USA. Kontraktet är värt USD 91M, cirka 920 miljoner kronor, vilket kommer att inkluderas i orderingången för USA för det tredje kvartalet 2025. Pacific Middle School Replacement Project omfatta",gmail,
198ac350c48b00d1,,dividend,Dividend,0.7665,0.0007,needs_review_margin,2025-08-15,Lindex Group Oyj,Lindex Group Abp:s företagssanering har avslutats - saneringsprogrammets övervakare har lämnat in en slutredogörelse om hur programmet har fullföljts,"Lindex Group Abp:s företagssanering har avslutats - saneringsprogrammets övervakare har lämnat in en slutredogörelse om hur programmet har fullföljts Publicerad: 2025-08-15 07:30:00 CEST Lindex Group Oyj - Övrig information som ska lämnas enligt börsens regler Lindex Group Abp:s företagssanering har avslutats - saneringsprogrammets övervakare har lämnat in en slutredogörelse om hur programmet har fullföljts LINDEX GROUP Abp, Övrig information som ska lämnas enligt börsens regler 15.8.2025 kl. 8.30 EEST Lindex Group Abp:s företagssanering har avslutats – saneringsprogrammets övervakare har lämn",gmail,
198ac3515cd805e3,,earnings_report,Earnings report,0.771,0.0033,needs_review_margin,2025-08-15,Anora Group Oyj,Anora Group Oyj:n puolivuosikatsaus 1.1.-30.6.2025: Matalampi liikevaihto vaikutti vertailukelpoiseen käyttökatteeseen Q2:lla. Toimenpiteitä taloudellisen suorituskyvyn parantamiseksi nopeutetaan,Anora Group Oyj:n puolivuosikatsaus 1.1.-30.6.2025: Matalampi liikevaihto vaikutti vertailukelpoiseen käyttökatteeseen Q2:lla. Toimenpiteitä taloudellisen suorituskyvyn parantamiseksi nopeutetaan Julkaistu: 2025-08-15 07:30:00 CEST Anora Group Oyj - Puolivuosikatsaus Anora Group Oyj:n puolivuosikatsaus 1.1.-30.6.2025: Matalampi liikevaihto vaikutti vertailukelpoiseen käyttökatteeseen Q2:lla. Toimenpiteitä taloudellisen suorituskyvyn parantamiseksi nopeutetaan Anora Group Oyj Puolivuosikatsaus 15.8.2025 klo 8:30 Anora Group Oyj:n puolivuosikatsaus 1.1.–30.6.2025: Matalampi liikevaihto vaikutti ,gmail,
198ac35176ea404a,,earnings_report,Earnings report,0.7918,0.0105,needs_review_margin,2025-08-15,Anora Group Oyj,Anora Group Plc's Half-year report for 1 January - 30 June 2025: Lower net sales affecting Comparable EBITDA in Q2. Accelerating actions to improve financial performance,Anora Group Plc's Half-year report for 1 January - 30 June 2025: Lower net sales affecting Comparable EBITDA in Q2. Accelerating actions to improve financial performance Published: 2025-08-15 07:30:00 CEST Anora Group Oyj - Half Year financial report Anora Group Plc's Half-year report for 1 January - 30 June 2025: Lower net sales affecting Comparable EBITDA in Q2. Accelerating actions to improve financial performance Anora Group Plc Half-year Report 15 August 2025 at 8:30 am EEST Anora Group Plc’s Half-year report for 1 January - 30 June 2025: Lower net sales affecting Comparable EBITDA in Q2.,gmail,
198ac34e2a4ae072,,admission_delisting,Delisting / Trading halt,0.7477,0.0046,needs_review_margin,2025-08-15,Asuntosalkku Oyj,Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 14.8.2025,Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 14.8.2025 Julkaistu: 2025-08-15 07:30:00 CEST Asuntosalkku Oyj - Muut pörssin sääntöjen nojalla julkistettavat tiedot Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 14.8.2025 15.8.2025 08:30:00 EEST | Asuntosalkku Oyj | Muut pörssin sääntöjen nojalla julkistettavat tiedot Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 14.8.2025 Helsingin Pörssi Päivämäärä: 14.8.2025 Pörssikauppa: OSTO Osakelaji: ASUNTO Osakemäärä: 33 osaketta Keskihinta/osake: 83.0000 EUR Kokonaishinta: 2 739.00 EUR Yhtiön hallussa olevat omat osakkeet 14.8.2025 tehtyjen kauppojen jälkeen:,gmail,
198ac50ee052762a,,earnings_report,Earnings report,0.7887,0.0176,needs_review_margin,2025-08-15,XSpray Pharma AB,Interim Report Second Quarter 2025,"Interim Report Second Quarter 2025 Published: 2025-08-15 08:00:00 CEST XSpray Pharma AB - Half Year financial report Interim Report Second Quarter 2025 April–June 2025, Group Net sales amounted to SEK 0 thousand (0) Earnings before tax amounted to SEK -44,885 thousand (-53,620) Earnings per share before dilution amounted to SEK -2.35 (-1.64) Cash flow from operating activities amounted to SEK -44,111 thousand (-64,181) Cash flow from investing activities amounted to SEK -6,132 thousand (-8,738) January–June 2025, Group Net sales amounted to SEK 0 thousand (0) Earnings before tax amounted to SE",gmail,
198ac351a4e63a26,,equity_actions_non_buyback,Equity actions (non-buyback),0.7407,0.0014,needs_review_margin,2025-08-15,Skanska AB,"Skanska replaces school building in Des Moines, Washington, USA, for USD 91M, about SEK 920M","Skanska replaces school building in Des Moines, Washington, USA, for USD 91M, about SEK 920M Published: 2025-08-15 07:30:00 CEST Skanska AB - Investor News Skanska replaces school building in Des Moines, Washington, USA, for USD 91M, about SEK 920M Skanska has signed a contract with the Highline Public Schools District for the Pacific Middle School Replacement Project in Des Moines, Washington, USA. The contract is worth USD 91M, about SEK 920M, which will be included in the US order bookings for the third quarter of 2025. The Pacific Middle School Replacement Project consists of a new three-s",gmail,
198ac514249675c0,,earnings_report,Earnings report,0.7893,0.0044,needs_review_margin,2025-08-15,Safello Group AB,Strong gross profit despite lower revenue - sale of long-term crypto assets contributes positively,"Strong gross profit despite lower revenue - sale of long-term crypto assets contributes positively Published: 2025-08-15 08:00:00 CEST Safello Group AB - Interim report (Q1 and Q3) Strong gross profit despite lower revenue - sale of long-term crypto assets contributes positively Stockholm, 15 August 2025 | Today, Safello Group AB (“Safello”) publishes the company’s interim report for the second quarter (1 April–30 June) 2025. The report is attached hereto and can be found on . Summary of the second quarter (Apr-Jun 2025) Net turnover decreased by 31 % to SEK 130.8 million (189.4), primarily du",gmail,
198ac6c124644137,,debt_bond_issue,Debt / Bond issue,0.7738,0.0156,needs_review_margin,2025-08-15,TF Bank AB,TF Bank: Monthly statistics July 2025,"TF Bank: Monthly statistics July 2025 Published: 2025-08-15 08:30:00 CEST TF Bank AB - Investor News TF Bank: Monthly statistics July 2025 The total loan portfolio amounted to SEK 22,187 million at the end of July. Compared to July 2024, the loan portfolio has increased by 20 %* in local currencies. Month J uly -25 J uly -2 4 Change Credit Cards New lending, SEK million 2,171 1,602 36 % Ecommerce Solutions Transaction volume**, SEK million 1,293 929 39 % Consumer Lending New lending, SEK million 505 446 13 % Cumulative for the year Jan-Jul 25 Jan-Jul 2 4 Change Credit Cards New lending, SEK mi",gmail,
198ac6c1435630c8,,earnings_report,Earnings report,0.7942,0.0052,needs_review_margin,2025-08-15,InCoax Networks AB,"InCoax Networks AB Interim Report, April - June 2025","InCoax Networks AB Interim Report, April - June 2025 Published: 2025-08-15 08:30:00 CEST InCoax Networks AB - Interim report (Q1 and Q3) InCoax Networks AB Interim Report, April - June 2025 During the period, sales were temporarily lower due to delayed order intake from Google Fiber and a slower ramp-up via Nokia. At the same time, InCoax strengthened its market position through completed deliveries, technology integration, and increased partner activity. Financial performance April – June 2025 Net sales amounted to 8,072 kSEK (19,432). Operating profit (EBITA) totaled –11,357 kSEK (–6,735). P",gmail,
198ac6c151bbb601,,equity_actions_non_buyback,Equity actions (non-buyback),0.7484,0.007,needs_review_margin,2025-08-15,Stora Enso Oyj,Stora Enson muunnetut osakkeet,Stora Enson muunnetut osakkeet Julkaistu: 2025-08-15 08:30:00 CEST Stora Enso Oyj - Osakkeiden kokonaismäärä ja kokonaisäänimäärä Stora Enson muunnetut osakkeet STORA ENSO OYJ PÖRSSITIEDOTE 15.8.2025 klo 9.30 Stora Enson A-osakkeita on muunnettu R-osakkeiksi 1.6.–31.7.2025 kahden muuntovaatimuksen perusteella yhteensä 110 kappaletta. Nämä osakkeet on merkitty kaupparekisteriin tänään 15.8.2025 ja kaupankäynti osakkeilla alkaa 18.8.2025. Osakkeet jakautuvat muunnon jälkeen seuraavasti: A-osakkeet 175 552 097 R-osakkeet 613 067 890 Yhteensä 788 619 987 Jokainen A-osake ja kymmenen R-osaketta tuo,gmail,
198ac6c20a088b3f,,guidance_outlook,Guidance / Outlook,0.7733,0.0007,needs_review_margin,2025-08-15,ES Energy Save Holding AB,"Offentliggörande av delårsrapport, 1 januari - 30 juni 2025","Offentliggörande av delårsrapport, 1 januari - 30 juni 2025 Publicerad: 2025-08-15 08:30:00 CEST ES Energy Save Holding AB - Halvårsrapport Offentliggörande av delårsrapport, 1 januari - 30 juni 2025 ES Energy Save Holding AB (publ) (""Bolaget"") offentliggör härmed sin delårsrapport för perioden januari – juni 2025. Delårsrapporten finns tillgänglig som bifogat dokument samt på Bolagets hemsida ( Finansiella rapporter ( I samband med delårsrapporten presenterar Energy Saves VD Fredrik Sävenstrand och CFO Helena Wachtmeister resultatet klockan 10.00 CET. Efter presentationen kommer det även finn",gmail,
198ac6c2ce4a9961,,equity_actions_non_buyback,Equity actions (non-buyback),0.7811,0.0041,needs_review_margin,2025-08-15,Bure Equity AB,Interim report January-June 2025,"Interim report January – June 2025 Net asset value was SEK 277.9 per share as compared with SEK 333.0 at the beginning of the year, representing a decrease of 16.5 per cent. Bure's net asset value was SEK 20,604M as compared with SEK 24,689M at the beginning of the year. Total return on the Bure share was -24.8 per cent, compared with the SIX Return Index which increased 2.5 per cent. Group earnings after tax amounted to SEK -3,881M (4,754). Earnings per share amounted to SEK -52.4 (64.0). Interim report April – June 2025 Net asset value was SEK 277.9 per share as compared with SEK 297.4 at th",gmail,
198ac6c65b5a8277,,equity_actions_non_buyback,Equity actions (non-buyback),0.7672,0.0014,needs_review_margin,2025-08-15,Bure Equity AB,Delårsrapport januari-juni 2025,"Delårsperiod januari – juni 2025 Substansvärdet var 277,9 kr per aktie jämfört med 333,0 kr vid årsskiftet vilket motsvarar en nedgång med 16,5 procent. Bures substansvärde var 20 604 Mkr jämfört med 24 689 Mkr vid årets inledning. Totalavkastningen för Bureaktien var -24,8 procent jämfört med SIX Return Index som steg med 2,5 procent. Koncernens resultat efter skatt uppgick till -3 881 Mkr (4 754). Resultatet per aktie uppgick till -52,4 kr (64,0). Delårsperiod april – juni 2025 Substansvärdet var 277,9 kr per aktie jämfört med 297,4 kr vid kvartalets inledning vilket motsvarar en nedgång med",gmail,
198ac6cb983ed2ee,,equity_actions_non_buyback,Equity actions (non-buyback),0.7847,0.0047,needs_review_margin,2025-08-15,Bure Equity AB,"HENRIK BLOMQUIST, VD PÅ BURE EQUITY, KOMMENTERAR DELÅRSRAPPORTEN JANUARI - JUNI 2025","HENRIK BLOMQUIST, VD PÅ BURE EQUITY, KOMMENTERAR DELÅRSRAPPORTEN JANUARI - JUNI 2025 Publicerad: 2025-08-15 08:31:00 CEST Bure Equity AB - Nyheter för investerare HENRIK BLOMQUIST, VD PÅ BURE EQUITY, KOMMENTERAR DELÅRSRAPPORTEN JANUARI - JUNI 2025 Klicka här för att komma till filmen » Filmen finns också på Bures hemsida: För mer information, kontakta Henrik Blomquist, CEO Tfn 08-614 00 20 Bifogade filer: HENRIK BLOMQUIST, VD PÅ BURE EQUITY, KOMMENTERAR DELÅRSRAPPORTEN JANUARI - JUNI 2025.pdf This email message was delivered to Avsluta denna prenumeration This news release was distributed by C",gmail,
198ac6cd29f5d034,,equity_actions_non_buyback,Equity actions (non-buyback),0.7706,0.0025,needs_review_margin,2025-08-15,Bure Equity AB,"HENRIK BLOMQUIST, VD PÅ BURE EQUITY, KOMMENTERAR DELÅRSRAPPORTEN JANUARI – JUNI 2025","Klicka här för att komma till filmen » ( Filmen finns också på Bures hemsida: ( För mer information, kontakta ------------------------------------------------------------------------------ Henrik Blomquist, CEO Tfn 08-614 00 20 Bifogade filer ------------------------------------------------------------------------------ HENRIK BLOMQUIST, VD PÅ BURE EQUITY, KOMMENTERAR DELÅRSRAPPORTEN JANUARI – JUNI 2025 (",gmail,
198ac7ff264ae0c3,,equity_actions_non_buyback,Equity actions (non-buyback),0.7743,0.0039,needs_review_margin,2025-08-15,VNV Global AB (publ),VNV Global exits Gett for USD 89.1 million,"VNV Global exits Gett for USD 89.1 million Published: 2025-08-15 08:52:00 CEST VNV Global AB (publ) - Inside information VNV Global exits Gett for USD 89.1 million VNV Global AB (publ) (“VNV Global”) today announces that it has entered into a stock purchase agreement to fully exit its investment in Gett, for a total net consideration of approximately USD 89.1 million. Following VNV Global’s press release on May 21, 2025, stating that the previously announced Gett transaction would not proceed to closing, VNV Global, together with the other existing shareholders in Gett, resumed discussions reg",gmail,
198ac82b004f4975,,equity_actions_non_buyback,Equity actions (non-buyback),0.7862,0.0078,needs_review_margin,2025-08-15,SynAct Pharma AB,SynAct to receive SEK 17.7 million after second conversion of warrants,"SynAct to receive SEK 17.7 million after second conversion of warrants Published: 2025-08-15 08:55:00 CEST SynAct Pharma AB - Total number of voting rights and capital SynAct to receive SEK 17.7 million after second conversion of warrants SynAct Pharma AB (publ) (”SynAct”) (Nasdaq Stockholm: SYNACT), a clinical-stage biotechnological company focused on treating inflammation through resolution, today announced that HCM decided to execute on a second conversion of 1,000,000 of warrants, generating SEK 17.7 million to SynAct. SynAct received a conversion notice from an entity managed by Heights C",gmail,
198ac873e3983eb9,,equity_actions_non_buyback,Equity actions (non-buyback),0.8004,0.0005,needs_review_margin,2025-08-15,Investeringsforeningen BankInvest,Anmodning om suspension for andelsklasser under Investeringsforeningen BankInvest,"Anmodning om suspension for andelsklasser under Investeringsforeningen BankInvest Offentliggjort: 2025-08-15 09:00:00 CEST Investeringsforeningen BankInvest - Indreværdi Anmodning om suspension for andelsklasser under Investeringsforeningen BankInvest På grund af lokale børslukkedage i underliggende markeder anmodes om suspension af nedenstående andelsklasser. Andelsklasse ISIN Short name Emerging Markets Aktier A DK0060516854 BAIEMMAA Emerging Markets Aktier Akk. A DK0062502621 BAIEMMAAA Hvis der er spørgsmål, kontakt da Chef for Fund Valuation, Peter Akstrup, telefon 77 30 90 31. Med venlig ",gmail,
198ac6c115c23042,,equity_actions_non_buyback,Equity actions (non-buyback),0.7759,0.0142,needs_review_margin,2025-08-15,Stora Enso Oyj,Stora Enso shares converted,"Stora Enso shares converted Published: 2025-08-15 08:30:00 CEST Stora Enso Oyj - Total number of voting rights and capital Stora Enso shares converted STORA ENSO OYJ STOCK EXCHANGE RELEASE 15 August 2025 at 9:30 EEST During the 1 June – 31 July 2025 conversion period there was two conversions and a total of 110 A shares were converted into R shares. The shares were recorded in the Finnish trade register today, 15 August 2025, and trading in the new R shares will start on 18 August 2025. Breakdown of shares after conversion: A shares 175,552,097 R shares 613,067,890 Total 788,619,987 Each A sha",gmail,
198ac877ca4f4968,,capital_raise_rights_issue,Capital raise / Rights issue,0.7654,0.009,needs_review_margin,2025-08-15,Bredband2 i Skandinavien AB,Kallelse till extra bolagsstämma i Bredband2 i Skandinavien AB,"Kallelse till extra bolagsstämma i Bredband2 i Skandinavien AB Publicerad: 2025-08-15 09:00:00 CEST Bredband2 i Skandinavien AB - Pressmeddelande Kallelse till extra bolagsstämma i Bredband2 i Skandinavien AB Extra bolagsstämma i Bredband2 i Skandinavien AB, 556346–9062, äger rum onsdagen den 17 september 2025 kl. 14.00 på Helio Slussen, Peter Myndes Backe 16, 118 46 Stockholm. Aktieägare som önskar delta i stämman ska dels vara införd i den av Euroclear Sweden förda aktieboken på avstämningsdagen tisdagen den 9 september 2025, dels göra anmälan till bolaget senast torsdagen den 11 september 2",gmail,
