cluster,cid,category_name,press_release_id,release_date,company_name,title,snippet,_silhouette,cat_sim,cat_margin,decision
10,admission_delisting,Delisting / Trading halt,198e106d9a559de4,2025-08-25,Nasdaq Company News,LISTING OF TURBO WARRANTS ISSUED BY MORGAN STANLEY & CO. INTERNATIONAL PLC,LISTING OF TURBO WARRANTS ISSUED BY MORGAN STANLEY & CO. INTERNATIONAL PLC Published: 2025-08-25 13:39:37 CEST Nasdaq Stockholm AB - First North - Securitized Derivatives LISTING OF TURBO WARRANTS ISSUED BY MORGAN STANLEY & CO. INTERNATIONAL PLC NOTICE 2025-08-25 TURBO WARRANTS (Record Id 313986) Nasdaq Stockholm has decided to list 7 warrant(s) issued by Morgan Stanley & Co. International Plc with effect from 2025-08-26. The warrant(s) will be listed on the NSDX segment of the Nasdaq First North Sweden. (STO Warrants Extend ME) Please find instrument identifiers in the attached document. Nasd,0.5759,0.7910,0.0061,needs_review_margin
10,admission_delisting,Delisting / Trading halt,198bd4c0e62cc3a2,2025-08-18,Nasdaq Company News,LISTING OF TURBO WARRANTS ISSUED BY MORGAN STANLEY & CO. INTERNATIONAL PLC,LISTING OF TURBO WARRANTS ISSUED BY MORGAN STANLEY & CO. INTERNATIONAL PLC Published: 2025-08-18 15:08:54 CEST Nasdaq Stockholm AB - First North - Securitized Derivatives LISTING OF TURBO WARRANTS ISSUED BY MORGAN STANLEY & CO. INTERNATIONAL PLC NOTICE 2025-08-18 TURBO WARRANTS (Record Id 313317) Nasdaq Stockholm has decided to list 7 warrant(s) issued by Morgan Stanley & Co. International plc with effect from 2025-08-19. The warrant(s) will be listed on the NSDX segment of the Nasdaq First North Sweden. (STO Warrants Extend ME) Please find instrument identifiers in the attached document. Nasd,0.5772,0.7909,0.0059,needs_review_margin
10,admission_delisting,Delisting / Trading halt,198c2639f02e524b,2025-08-19,Nasdaq Company News,LISTING OF TURBO WARRANTS ISSUED BY MORGAN STANLEY & CO. INTERNATIONAL PLC,LISTING OF TURBO WARRANTS ISSUED BY MORGAN STANLEY & CO. INTERNATIONAL PLC Published: 2025-08-19 14:52:44 CEST Nasdaq Stockholm AB - First North - Securitized Derivatives LISTING OF TURBO WARRANTS ISSUED BY MORGAN STANLEY & CO. INTERNATIONAL PLC NOTICE 2025-08-19 TURBO WARRANTS (Record Id 313438) Nasdaq Stockholm has decided to list 2 warrant(s) issued by Morgan Stanley & Co. International Plc with effect from 2025-08-20. The warrant(s) will be listed on the NSDX segment of the Nasdaq First North Sweden. (STO Warrants Extend ME) Please find instrument identifiers in the attached document. Nasd,0.5715,0.7916,0.0057,needs_review_margin
10,guidance_outlook,Guidance / Outlook,198c2645d5cc84f3,2025-08-19,Nasdaq Company News,LISTING OF MINI FUTURES ISSUED BY MORGAN STANLEY & CO. INTERNATIONAL PLC,"LISTING OF MINI FUTURES ISSUED BY MORGAN STANLEY & CO. INTERNATIONAL PLC Published: 2025-08-19 14:53:32 CEST Nasdaq Stockholm AB - First North - Securitized Derivatives LISTING OF MINI FUTURES ISSUED BY MORGAN STANLEY & CO. INTERNATIONAL PLC NOTICE 2025-08-19 MINI FUTURES (Record Id 313441) Nasdaq Stockholm has decided to list 1 warrant(s) issued by Morgan Stanley & Co. International Plc with effect from 2025-08-20. The warrant(s) will be listed on the NSDX segment of the Nasdaq First North Sweden. (STO Warrants) Please find instrument identifiers in the attached document. Nasdaq Stockholm AB,",0.5484,0.7916,0.0087,needs_review_margin
10,equity_actions_non_buyback,Equity actions (non-buyback),198c7800d63b0c11,2025-08-20,Nasdaq Company News,LISTING OF LEVERAGE CERTIFICATES ISSUED BY NORDEA BANK ABP,"LISTING OF LEVERAGE CERTIFICATES ISSUED BY NORDEA BANK ABP Published: 2025-08-20 14:41:53 CEST Nasdaq Stockholm AB - First North - Securitized Derivatives LISTING OF LEVERAGE CERTIFICATES ISSUED BY NORDEA BANK ABP NOTICE 2025-08-20 LEVERAGE CERTIFICATES (Record Id 313548) Nasdaq Stockholm has decided to list 2 certificate(s) issued by Nordea Bank Abp with effect from 2025-08-21. The certificate(s) will be listed on the NSDX segment of the Nasdaq First North Sweden. (STO Leverage Certificates) Please find instrument identifiers in the attached document. Nasdaq Stockholm AB, Issuer Surveillance,",0.3070,0.7846,0.0022,needs_review_margin
10,equity_actions_non_buyback,Equity actions (non-buyback),198d1b2ae0b83473,2025-08-22,Nasdaq Company News,LISTING OF LEVERAGE CERTIFICATES ISSUED BY NORDEA BANK ABP,"LISTING OF LEVERAGE CERTIFICATES ISSUED BY NORDEA BANK ABP Published: 2025-08-22 14:13:23 CEST Nasdaq Stockholm AB - First North - Securitized Derivatives LISTING OF LEVERAGE CERTIFICATES ISSUED BY NORDEA BANK ABP NOTICE 2025-08-22 LEVERAGE CERTIFICATES (Record Id 313777) Nasdaq Stockholm has decided to list 4 certificate(s) issued by Nordea Bank Abp with effect from 2025-08-25. The certificate(s) will be listed on the NSDX segment of the Nasdaq First North Sweden. (STO Leverage Certificate US Extend AE) Please find instrument identifiers in the attached document. Nasdaq Stockholm AB, Issuer S",0.3077,0.7836,0.0052,needs_review_margin
10,equity_actions_non_buyback,Equity actions (non-buyback),198c2e8e18640964,2025-08-19,Nasdaq Company News,LISTING OF LEVERAGE CERTIFICATES ISSUED BY NORDEA BANK ABP,"LISTING OF LEVERAGE CERTIFICATES ISSUED BY NORDEA BANK ABP Published: 2025-08-19 17:18:16 CEST Nasdaq Stockholm AB - First North - Securitized Derivatives LISTING OF LEVERAGE CERTIFICATES ISSUED BY NORDEA BANK ABP NOTICE 2025-08-19 LEVERAGE CERTIFICATES (Record Id 313464) Nasdaq Stockholm has decided to list 1 certificate(s) issued by Nordea Bank Abp with effect from 2025-08-20. The certificate(s) will be listed on the NSDX segment of the Nasdaq First North Sweden. (STO Leverage Certificates) Please find instrument identifiers in the attached document. Nasdaq Stockholm AB, Issuer Surveillance,",0.3080,0.7833,0.0023,needs_review_margin
10,equity_actions_non_buyback,Equity actions (non-buyback),198ec1ab8092a8e1,2025-08-27,Nasdaq Company News,LISTING OF LEVERAGE CERTIFICATES ISSUED BY NORDEA BANK ABP,"LISTING OF LEVERAGE CERTIFICATES ISSUED BY NORDEA BANK ABP Published: 2025-08-27 17:17:10 CEST Nasdaq Stockholm AB - First North - Securitized Derivatives LISTING OF LEVERAGE CERTIFICATES ISSUED BY NORDEA BANK ABP NOTICE 2025-08-27 LEVERAGE CERTIFICATES (Record Id 314272) Nasdaq Stockholm has decided to list 17 certificate(s) issued by Nordea Bank Abp with effect from 2025-08-28. The certificate(s) will be listed on the NSDX segment of the Nasdaq First North Sweden. (STO Leverage Certificates) Please find instrument identifiers in the attached document. Nasdaq Stockholm AB, Issuer Surveillance",0.3084,0.7849,0.0024,needs_review_margin
10,equity_actions_non_buyback,Equity actions (non-buyback),198a8bb1c7c89c31,2025-08-14,Nasdaq Company News,LISTING OF LEVERAGE CERTIFICATES ISSUED BY NORDEA BANK ABP,"LISTING OF LEVERAGE CERTIFICATES ISSUED BY NORDEA BANK ABP Published: 2025-08-14 15:18:10 CEST Nasdaq Stockholm AB - First North - Securitized Derivatives LISTING OF LEVERAGE CERTIFICATES ISSUED BY NORDEA BANK ABP NOTICE 2025-08-14 LEVERAGE CERTIFICATES (Record Id 313042) Nasdaq Stockholm has decided to list 5 certificate(s) issued by Nordea Bank Abp with effect from 2025-08-15. The certificate(s) will be listed on the NSDX segment of the Nasdaq First North Sweden. (STO Leverage Certificates) Please find instrument identifiers in the attached document. Nasdaq Stockholm AB, Issuer Surveillance,",0.3109,0.7867,0.0031,needs_review_margin
10,equity_actions_non_buyback,Equity actions (non-buyback),198ade94333ca6a5,2025-08-15,Nasdaq Company News,LISTING OF LEVERAGE CERTIFICATES ISSUED BY NORDEA BANK ABP,"LISTING OF LEVERAGE CERTIFICATES ISSUED BY NORDEA BANK ABP Published: 2025-08-15 15:26:40 CEST Nasdaq Stockholm AB - First North - Securitized Derivatives LISTING OF LEVERAGE CERTIFICATES ISSUED BY NORDEA BANK ABP NOTICE 2025-08-15 LEVERAGE CERTIFICATES (Record Id 313195) Nasdaq Stockholm has decided to list 5 certificate(s) issued by Nordea Bank Abp with effect from 2025-08-18. The certificate(s) will be listed on the NSDX segment of the Nasdaq First North Sweden. (STO Leverage Certificates Extend E) Please find instrument identifiers in the attached document. Nasdaq Stockholm AB, Issuer Surv",0.3280,0.7857,0.0038,needs_review_margin
10,admission_delisting,Delisting / Trading halt,198bc307d962bc37,2025-08-18,Nasdaq Company News,Delisting of warrants and certificates issued by Morgan Stanley & Co. International plc,"Delisting of warrants and certificates issued by Morgan Stanley & Co. International plc Published: 2025-08-18 09:59:10 CEST Nasdaq Stockholm AB - First North - Securitized Derivatives Delisting of warrants and certificates issued by Morgan Stanley & Co. International plc The following instruments issued by Morgan Stanley & Co. International plc will be delisted upon request from the issuer. Last trading day will be 19 August, 2025. Short name ISIN BULL GME X4 AVA 1 GB00BTL6KJ87 BULL GME X3 AVA 1 GB00BTL6KH63 For further information concerning this exchange notice please contact Issuer Surveill",0.3438,0.8190,0.0229,needs_review_margin
10,admission_delisting,Delisting / Trading halt,198ad8c95bc459f5,2025-08-15,Nasdaq Company News,LISTING OF WARRANTS ISSUED BY SVENSKA HANDELSBANKEN AB (PUBL),"LISTING OF WARRANTS ISSUED BY SVENSKA HANDELSBANKEN AB (PUBL) Published: 2025-08-15 13:45:26 CEST Nasdaq Stockholm AB - First North - Securitized Derivatives LISTING OF WARRANTS ISSUED BY SVENSKA HANDELSBANKEN AB (PUBL) NOTICE 2025-08-15 WARRANTS (Record Id 313030) Nasdaq Stockholm has decided to list 52 warrant(s) issued by Svenska Handelsbanken AB (publ) with effect from 2025-08-18. The warrant(s) will be listed on the NSDX segment of the Nasdaq First North Sweden. (STO Warrants) Please find instrument identifiers in the attached document. Nasdaq Stockholm AB, Issuer Surveillance, , 46 8 405",0.4072,0.8001,0.0113,needs_review_margin
10,admission_delisting,Delisting / Trading halt,198d1b028169376d,2025-08-22,Nasdaq Company News,LISTING OF WARRANTS ISSUED BY SVENSKA HANDELSBANKEN AB (PUBL),"LISTING OF WARRANTS ISSUED BY SVENSKA HANDELSBANKEN AB (PUBL) Published: 2025-08-22 14:10:38 CEST Nasdaq Stockholm AB - First North - Securitized Derivatives LISTING OF WARRANTS ISSUED BY SVENSKA HANDELSBANKEN AB (PUBL) NOTICE 2025-08-22 WARRANTS (Record Id 313675) Nasdaq Stockholm has decided to list 80 warrant(s) issued by Svenska Handelsbanken AB (publ) with effect from 2025-08-25. The warrant(s) will be listed on the NSDX segment of the Nasdaq First North Sweden. (STO Warrants) Please find instrument identifiers in the attached document. Nasdaq Stockholm AB, Issuer Surveillance, , 46 8 405",0.4078,0.8000,0.0102,needs_review_margin
10,admission_delisting,Delisting / Trading halt,198bd4fc0cb3525a,2025-08-18,Nasdaq Company News,LISTING OF LEVERAGE CERTIFICATES ISSUED BY MORGAN STANLEY & CO. INTERNATIONAL PLC,LISTING OF LEVERAGE CERTIFICATES ISSUED BY MORGAN STANLEY & CO. INTERNATIONAL PLC Published: 2025-08-18 15:12:55 CEST Nasdaq Stockholm AB - First North - Securitized Derivatives LISTING OF LEVERAGE CERTIFICATES ISSUED BY MORGAN STANLEY & CO. INTERNATIONAL PLC NOTICE 2025-08-18 LEVERAGE CERTIFICATES (Record Id 313326) Nasdaq Stockholm has decided to list 1 certificate(s) issued by MORGAN STANLEY & CO. INTERNATIONAL PLC with effect from 2025-08-19. The certificate(s) will be listed on the NSDX segment of the Nasdaq First North Sweden. (STO Leverage Certificates) Please find instrument identifier,0.4309,0.7819,0.0076,needs_review_margin
10,guidance_outlook,Guidance / Outlook,198c77c96f148fbd,2025-08-20,Nasdaq Company News,LISTING OF MINI FUTURES ISSUED BY NORDEA BANK ABP,"LISTING OF MINI FUTURES ISSUED BY NORDEA BANK ABP Published: 2025-08-20 14:38:05 CEST Nasdaq Stockholm AB - First North - Securitized Derivatives LISTING OF MINI FUTURES ISSUED BY NORDEA BANK ABP NOTICE 2025-08-20 MINI FUTURES (Record Id 313536) Nasdaq Stockholm has decided to list 1 warrant(s) issued by Nordea Bank Abp with effect from 2025-08-21. The warrant(s) will be listed on the NSDX segment of the Nasdaq First North Sweden. (STO Warrants US Extend AE) Please find instrument identifiers in the attached document. Nasdaq Stockholm AB, Issuer Surveillance, , 46 8 405 7280 Attachments: Issue",0.4358,0.8000,0.0171,needs_review_margin
10,guidance_outlook,Guidance / Outlook,198c26217db8a3ac,2025-08-19,Nasdaq Company News,LISTING OF MINI FUTURES ISSUED BY NORDEA BANK ABP,"LISTING OF MINI FUTURES ISSUED BY NORDEA BANK ABP Published: 2025-08-19 14:51:04 CEST Nasdaq Stockholm AB - First North - Securitized Derivatives LISTING OF MINI FUTURES ISSUED BY NORDEA BANK ABP NOTICE 2025-08-19 MINI FUTURES (Record Id 313435) Nasdaq Stockholm has decided to list 32 warrant(s) issued by Nordea Bank Abp with effect from 2025-08-20. The warrant(s) will be listed on the NSDX segment of the Nasdaq First North Sweden. (STO Warrants) Please find instrument identifiers in the attached document. Nasdaq Stockholm AB, Issuer Surveillance, , 46 8 405 7280 Attachments: IssuerTemplateFor",0.4383,0.8001,0.0137,needs_review_margin
10,guidance_outlook,Guidance / Outlook,198e646a3d8ee4f2,2025-08-26,Nasdaq Company News,LISTING OF MINI FUTURES ISSUED BY NORDEA BANK ABP,"LISTING OF MINI FUTURES ISSUED BY NORDEA BANK ABP Published: 2025-08-26 14:07:23 CEST Nasdaq Stockholm AB - First North - Securitized Derivatives LISTING OF MINI FUTURES ISSUED BY NORDEA BANK ABP NOTICE 2025-08-26 MINI FUTURES (Record Id 314100) Nasdaq Stockholm has decided to list 30 warrant(s) issued by Nordea Bank Abp with effect from 2025-08-27. The warrant(s) will be listed on the NSDX segment of the Nasdaq First North Sweden. (STO Warrants) Please find instrument identifiers in the attached document. Nasdaq Stockholm AB, Issuer Surveillance, , 46 8 405 7280 Attachments: IssuerTemplateFor",0.4423,0.8020,0.0138,needs_review_margin
10,guidance_outlook,Guidance / Outlook,198d2d5e3f3de26a,2025-08-22,Nasdaq Company News,LISTING OF MINI FUTURES ISSUED BY NORDEA BANK ABP,"LISTING OF MINI FUTURES ISSUED BY NORDEA BANK ABP Published: 2025-08-22 19:31:28 CEST Nasdaq Stockholm AB - First North - Securitized Derivatives LISTING OF MINI FUTURES ISSUED BY NORDEA BANK ABP NOTICE 2025-08-22 MINI FUTURES (Record Id 313902) Nasdaq Stockholm has decided to list 15 warrant(s) issued by Nordea Bank Abp with effect from 2025-08-25. The warrant(s) will be listed on the NSDX segment of the Nasdaq First North Sweden. (STO Warrants Extend ME) Please find instrument identifiers in the attached document. Nasdaq Stockholm AB, Issuer Surveillance, , 46 8 405 7280 Attachments: IssuerT",0.4436,0.8019,0.0145,needs_review_margin
10,guidance_outlook,Guidance / Outlook,198e2419dec07159,2025-08-25,Nasdaq Company News,LISTING OF MINI FUTURES ISSUED BY NORDEA BANK ABP,"LISTING OF MINI FUTURES ISSUED BY NORDEA BANK ABP Published: 2025-08-25 19:23:26 CEST Nasdaq Stockholm AB - First North - Securitized Derivatives LISTING OF MINI FUTURES ISSUED BY NORDEA BANK ABP NOTICE 2025-08-25 MINI FUTURES (Record Id 314031) Nasdaq Stockholm has decided to list 9 warrant(s) issued by Nordea Bank Abp with effect from 2025-08-26. The warrant(s) will be listed on the NSDX segment of the Nasdaq First North Sweden. (STO Warrants Extend E) Please find instrument identifiers in the attached document. Nasdaq Stockholm AB, Issuer Surveillance, , 46 8 405 7280 Attachments: IssuerTem",0.4459,0.8005,0.0137,needs_review_margin
11,equity_actions_non_buyback,Equity actions (non-buyback),198cd5bf7350b94e,2025-08-21,Kemira Oyj,Kemira Oyj:n omien osakkeiden hankinta 21.8.2025,"Kemira Oyj:n omien osakkeiden hankinta 21.8.2025 Julkaistu: 2025-08-21 18:00:00 CEST Kemira Oyj - Muutokset omien osakkeiden omistuksessa Kemira Oyj:n omien osakkeiden hankinta 21.8.2025 Kemira Oyj, Pörssitiedote, 21.8.2025 klo 19:00 Kemira Oyj:n omien osakkeiden hankinta 21.8.2025 Päivämäärä 21.8.2025 Pörssikauppa Osto Osakelaji KEMIRA Osakemäärä (kpl) 40 000 Keskihinta/osake (EUR) 19,8165 Kokonaishinta (EUR) 792 660,00 Hankintojen jälkeen Kemira Oyj :n hallussa on 1 869 201 omaa osaketta. Kemira Oyj:n puolesta Danske Bank A/S, Suomen sivuliike Antti Väliaho Jonathan Nyberg Lisätietoja Kemira",0.2795,0.7676,0.0089,needs_review_margin
11,equity_actions_non_buyback,Equity actions (non-buyback),198c8359eaf6175b,2025-08-20,Kemira Oyj,Kemira Oyj:n omien osakkeiden hankinta 20.8.2025,"Kemira Oyj:n omien osakkeiden hankinta 20.8.2025 Julkaistu: 2025-08-20 18:00:00 CEST Kemira Oyj - Muutokset omien osakkeiden omistuksessa Kemira Oyj:n omien osakkeiden hankinta 20.8.2025 Kemira Oyj, Pörssitiedote, 20.8.2025 klo 19:00 Kemira Oyj:n omien osakkeiden hankinta 20.8.2025 Päivämäärä 20.8.2025 Pörssikauppa Osto Osakelaji KEMIRA Osakemäärä (kpl) 41 000 Keskihinta/osake (EUR) 19,8806 Kokonaishinta (EUR) 815 104,60 Hankintojen jälkeen Kemira Oyj :n hallussa on 1 829 201 omaa osaketta. Kemira Oyj:n puolesta Danske Bank A/S, Suomen sivuliike Antti Väliaho Jonathan Nyberg Lisätietoja Kemira",0.2803,0.7670,0.0077,needs_review_margin
11,equity_actions_non_buyback,Equity actions (non-buyback),198ae75c2e3f9e54,2025-08-15,Kemira Oyj,Kemira Oyj:n omien osakkeiden hankinta 15.8.2025,"Kemira Oyj:n omien osakkeiden hankinta 15.8.2025 Julkaistu: 2025-08-15 18:00:00 CEST Kemira Oyj - Muutokset omien osakkeiden omistuksessa Kemira Oyj:n omien osakkeiden hankinta 15.8.2025 Kemira Oyj, Pörssitiedote, 15.8.2025 klo 19:00 Kemira Oyj:n omien osakkeiden hankinta 15.8.2025 Päivämäärä 15.8.2025 Pörssikauppa Osto Osakelaji KEMIRA Osakemäärä (kpl) 39 000 Keskihinta/osake (EUR) 19,5414 Kokonaishinta (EUR) 762 114,60 Hankintojen jälkeen Kemira Oyj :n hallussa on 1 717 867 omaa osaketta. Kemira Oyj:n puolesta Danske Bank A/S, Suomen sivuliike Antti Väliaho Jonathan Nyberg Lisätietoja Kemira",0.2765,0.7673,0.0076,needs_review_margin
11,equity_actions_non_buyback,Equity actions (non-buyback),198e1f5672dff81c,2025-08-25,Kemira Oyj,Kemira Oyj:n omien osakkeiden hankinta 25.8.2025,"Kemira Oyj:n omien osakkeiden hankinta 25.8.2025 Julkaistu: 2025-08-25 18:00:00 CEST Kemira Oyj - Muutokset omien osakkeiden omistuksessa Kemira Oyj:n omien osakkeiden hankinta 25.8.2025 Kemira Oyj, Pörssitiedote, 25.8.2025 klo 19:00 Kemira Oyj:n omien osakkeiden hankinta 25.8.2025 Päivämäärä 25.8.2025 Pörssikauppa Osto Osakelaji KEMIRA Osakemäärä (kpl) 40 000 Keskihinta/osake (EUR) 20,3743 Kokonaishinta (EUR) 814 972,00 Hankintojen jälkeen Kemira Oyj :n hallussa on 1 948 701 omaa osaketta. Kemira Oyj:n puolesta Danske Bank A/S, Suomen sivuliike Antti Väliaho Jonathan Nyberg Lisätietoja Kemira",0.2760,0.7665,0.0074,needs_review_margin
11,equity_actions_non_buyback,Equity actions (non-buyback),198bde8f54b75983,2025-08-18,Kemira Oyj,Kemira Oyj:n omien osakkeiden hankinta 18.8.2025,"Kemira Oyj:n omien osakkeiden hankinta 18.8.2025 Julkaistu: 2025-08-18 18:00:00 CEST Kemira Oyj - Muutokset omien osakkeiden omistuksessa Kemira Oyj:n omien osakkeiden hankinta 18.8.2025 Kemira Oyj, Pörssitiedote, 18.8.2025 klo 19:00 Kemira Oyj:n omien osakkeiden hankinta 18.8.2025 Päivämäärä 18.8.2025 Pörssikauppa Osto Osakelaji KEMIRA Osakemäärä (kpl) 28 646 Keskihinta/osake (EUR) 19,3678 Kokonaishinta (EUR) 554 810,00 Hankintojen jälkeen Kemira Oyj :n hallussa on 1 746 513 omaa osaketta. Kemira Oyj:n puolesta Danske Bank A/S, Suomen sivuliike Antti Väliaho Jonathan Nyberg Lisätietoja Kemira",0.2749,0.7664,0.0078,needs_review_margin
11,equity_actions_non_buyback,Equity actions (non-buyback),198c30f4ded328a3,2025-08-19,Kemira Oyj,Kemira Oyj:n omien osakkeiden hankinta 19.8.2025,"Kemira Oyj:n omien osakkeiden hankinta 19.8.2025 Julkaistu: 2025-08-19 18:00:00 CEST Kemira Oyj - Muutokset omien osakkeiden omistuksessa Kemira Oyj:n omien osakkeiden hankinta 19.8.2025 Kemira Oyj, Pörssitiedote, 19.8.2025 klo 19:00 Kemira Oyj:n omien osakkeiden hankinta 19.8.2025 Päivämäärä 19.8.2025 Pörssikauppa Osto Osakelaji KEMIRA Osakemäärä (kpl) 41 688 Keskihinta/osake (EUR) 19,6281 Kokonaishinta (EUR) 818 256,23 Hankintojen jälkeen Kemira Oyj :n hallussa on 1 788 201 omaa osaketta. Kemira Oyj:n puolesta Danske Bank A/S, Suomen sivuliike Antti Väliaho Jonathan Nyberg Lisätietoja Kemira",0.2756,0.7669,0.0084,needs_review_margin
11,equity_actions_non_buyback,Equity actions (non-buyback),198ae5a48aa3992a,2025-08-15,Alma Media,Alma Media Oyj: Omien osakkeiden hankinta 15.8.2025,"Alma Media Oyj: Omien osakkeiden hankinta 15.8.2025 Julkaistu: 2025-08-15 17:30:00 CEST Alma Media - Muutokset omien osakkeiden omistuksessa Alma Media Oyj: Omien osakkeiden hankinta 15.8.2025 Alma Media Oyj Pörssitiedote 15.8.2025 Alma Media Oyj: Omien osakkeiden hankinta 15.8.2025 Helsingin Pörssi Päivämäärä 15.8.2025 Pörssikauppa Osto Osakelaji ALMA Osakemäärä 800 osaketta Keskihinta/ osake 13,2699 EUR Kokonaishinta 10 615,92 EUR Yhtiön hallussa olevat omat osakkeet 15.8.2025 tehtyjen kauppojen jälkeen: 98 015 kpl. Omia osakkeita hankitaan markkinoiden väärinkäyttöasetuksen (EU) N:o 596/201",0.3036,0.7616,0.0043,needs_review_margin
11,equity_actions_non_buyback,Equity actions (non-buyback),198e1d9f3e99122f,2025-08-25,Alma Media,Alma Media Oyj: Omien osakkeiden hankinta 25.8.2025,"Alma Media Oyj: Omien osakkeiden hankinta 25.8.2025 Julkaistu: 2025-08-25 17:30:00 CEST Alma Media - Muutokset omien osakkeiden omistuksessa Alma Media Oyj: Omien osakkeiden hankinta 25.8.2025 Alma Media Oyj Pörssitiedote 25.8.2025 Alma Media Oyj: Omien osakkeiden hankinta 25.8.2025 Helsingin Pörssi Päivämäärä 25.8.2025 Pörssikauppa Osto Osakelaji ALMA Osakemäärä 500 osaketta Keskihinta/ osake 14,5500 EUR Kokonaishinta 7 275,00 EUR Yhtiön hallussa olevat omat osakkeet 25.8.2025 tehtyjen kauppojen jälkeen: 101 826 kpl. Omia osakkeita hankitaan markkinoiden väärinkäyttöasetuksen (EU) N:o 596/201",0.2924,0.7596,0.0028,needs_review_margin
11,equity_actions_non_buyback,Equity actions (non-buyback),198bdcd7b8174808,2025-08-18,Alma Media,Alma Media Oyj: Omien osakkeiden hankinta 18.8.2025,"Alma Media Oyj: Omien osakkeiden hankinta 18.8.2025 Julkaistu: 2025-08-18 17:30:00 CEST Alma Media - Muutokset omien osakkeiden omistuksessa Alma Media Oyj: Omien osakkeiden hankinta 18.8.2025 Alma Media Oyj Pörssitiedote 18.8.2025 Alma Media Oyj: Omien osakkeiden hankinta 18.8.2025 Helsingin Pörssi Päivämäärä 18.8.2025 Pörssikauppa Osto Osakelaji ALMA Osakemäärä 1 300 osaketta Keskihinta/ osake 13,3808 EUR Kokonaishinta 17 395,04 EUR Yhtiön hallussa olevat omat osakkeet 18.8.2025 tehtyjen kauppojen jälkeen: 99 315 kpl. Omia osakkeita hankitaan markkinoiden väärinkäyttöasetuksen (EU) N:o 596/2",0.3008,0.7593,0.0042,needs_review_margin
11,equity_actions_non_buyback,Equity actions (non-buyback),198ec420e260a5a3,2025-08-27,Kemira Oyj,Kemira Oyj:n omien osakkeiden hankinta 27.8.2025,"Kemira Oyj:n omien osakkeiden hankinta 27.8.2025 Julkaistu: 2025-08-27 18:00:00 CEST Kemira Oyj - Muutokset omien osakkeiden omistuksessa Kemira Oyj:n omien osakkeiden hankinta 27.8.2025 Kemira Oyj, Pörssitiedote, 27.8.2025 klo 19:00 Kemira Oyj:n omien osakkeiden hankinta 27.8.2025 Päivämäärä 27.8.2025 Pörssikauppa Osto Osakelaji KEMIRA Osakemäärä (kpl) 35 085 Keskihinta/osake (EUR) 20,1144 Kokonaishinta (EUR) 705 713,72 Hankintojen jälkeen Kemira Oyj :n hallussa on 2 022 493 omaa osaketta. Kemira Oyj:n puolesta Danske Bank A/S, Suomen sivuliike Antti Väliaho Jonathan Nyberg Lisätietoja Kemira",0.2785,0.7640,0.0071,needs_review_margin
11,equity_actions_non_buyback,Equity actions (non-buyback),198d266cf59670c9,2025-08-22,Alma Media,Alma Media Oyj: Omien osakkeiden hankinta 22.8.2025,"Alma Media Oyj: Omien osakkeiden hankinta 22.8.2025 Julkaistu: 2025-08-22 17:30:00 CEST Alma Media - Muutokset omien osakkeiden omistuksessa Alma Media Oyj: Omien osakkeiden hankinta 22.8.2025 Alma Media Oyj Pörssitiedote 22.8.2025 Alma Media Oyj: Omien osakkeiden hankinta 22.8.2025 Helsingin Pörssi Päivämäärä 22.8.2025 Pörssikauppa Osto Osakelaji ALMA Osakemäärä 500 osaketta Keskihinta/ osake 14,1500 EUR Kokonaishinta 7 075,00 EUR Yhtiön hallussa olevat omat osakkeet 22.8.2025 tehtyjen kauppojen jälkeen: 101 326 kpl. Omia osakkeita hankitaan markkinoiden väärinkäyttöasetuksen (EU) N:o 596/201",0.3016,0.7606,0.0066,needs_review_margin
11,equity_actions_non_buyback,Equity actions (non-buyback),198a94f7c2f281dc,2025-08-14,Kemira Oyj,Kemira Oyj:n omien osakkeiden hankinta 14.8.2025,"Kemira Oyj:n omien osakkeiden hankinta 14.8.2025 Julkaistu: 2025-08-14 18:00:00 CEST Kemira Oyj - Muutokset omien osakkeiden omistuksessa Kemira Oyj:n omien osakkeiden hankinta 14.8.2025 Kemira Oyj, Pörssitiedote, 14.8.2025 klo 19:00 Kemira Oyj:n omien osakkeiden hankinta 14.8.2025 Päivämäärä 14.8.2025 Pörssikauppa Osto Osakelaji KEMIRA Osakemäärä (kpl) 45 000 Keskihinta/osake (EUR) 19,3833 Kokonaishinta (EUR) 872 248,50 Hankintojen jälkeen Kemira Oyj :n hallussa on 1 678 867 omaa osaketta. Kemira Oyj:n puolesta Danske Bank A/S, Suomen sivuliike Antti Väliaho Jonathan Nyberg Lisätietoja Kemira",0.2822,0.7637,0.0077,needs_review_margin
